symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_finance_costs,avg_depreciation_depletion_amortisation_expense,avg_other_expenses,avg_profit_before_tax,avg_tax_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_diluted_earnings_per_share,avg_comprehensive_income,avg_paid_up_equity_share_capital,avg_face_value_equity_share_capital,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,avg_high,avg_low,year_start_price,year_end_price,avg_daily_return,avg_vwap_distance,avg_volume_spike,yearly_momentum_score,liquidity_score,stability_score,trend_strength,profit_margin,return_on_equity,debt_to_income,operational_efficiency,earnings_growth,price_stability,risk_adjusted_return,market_cap_numeric,volume_to_market_cap,price_to_earnings,profitability,revenue_to_market_cap,earnings_stability,roi_potential,financial_health,financial_score
TATAPOWER,Tata Power Company Limited,INE245A01021,Integrated Power Utilities,Power,Utilities,Integrated Power Utilities,1996-04-03,1.0,3195339547,Large,IN-L,125247066666.66669,4859600000.0,130106666666.66669,7569533333.333333,9572100000.0,7689000000.0,82885866666.66667,15613000000.0,2525266666.6666665,11282600000.0,3.14,3.1333333333,11837933333.333334,3195600000.0,1.0,414.94,413.66,11661018,36.7082,-15.56,-0.3678,420.04,408.16,431.6,364.45,-0.000473,-0.001063,1.031177,-0.1169,9.8413,5.4461,0.0405,0.09008274844494028,3.530667167355113,0.07357117237138756,0.7222157165623572,3.704447782367422,0.14836194637710376,5.722968000000001,4,2915254.5,131.7388535031847,0.09008274844494028,31311766666.66667,-2.0030755800000004,0.007590775032635498,6262353332.760956,2.8858679158000538
TATASTEEL,Tata Steel Limited,INE081A01020,Iron & Steel,Metals & Mining,Commodities,Iron & Steel,1998-11-18,1.0,12483527171,Large,IN-L,541081333333.3333,3598433333.333333,544679766666.6667,62886566666.66666,18507333333.33333,25671200000.0,181409100000.0,20330566666.666668,14134266666.666666,6576333333.333333,0.5666666667,0.5666666667,6749033333.333333,12474400000.0,1.0,153.43,153.0,41781065,14.2675,-17.05,-0.4652,155.02,151.14,160.85,133.42,-0.000568,-0.000352,1.013737,-0.1402,9.8413,6.6506,0.0,0.012154056937835594,0.5271863442997926,0.033978374938717804,0.45149527735817907,0.5410306975352188,0.4661363238128614,7.93166,4,10445266.25,269.99999998411766,0.012154056937835594,135270333333.33333,-3.09385912,0.0037037037039215686,27054066665.742897,-0.06853459876237183
TATATECH,Tata Technologies Limited,INE142M01025,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2023-11-30,2.0,405668530,Large,IN-M,11045400000.0,184933333.3333333,11230333333.333334,5247800000.0,43733333.333333336,265000000.0,3753300000.0,1920500000.0,511566666.6666667,1408933333.3333333,3.47,3.4666666667,1678866666.6666667,811300000.0,2.0,944.34,940.42,1528186,140.5627,-40.68,-1.9269,954.57,932.36,1065.45,632.05,-0.001979,-0.002314,1.027535,-0.4888,9.8413,7.6822,0.1498,0.12755838026086275,1.7366366736513414,0.0038942150722744945,0.8149184275807123,2.069353712149226,0.054653190355620655,78.386292,4,382046.5,271.014409221902,0.12755838026086275,2761350000.0,-14.80283118,0.003689840709470237,552269995.5981562,-1.468331946087796
TTML,Tata Teleservices (Maharashtra) Limited,INE517B01013,Telecom - Cellular & Fixed line services,Telecommunication,Telecommunication,Telecom - Cellular & Fixed line services,2000-10-20,10.0,1954927727,Mid,IN-S,3332566666.6666665,20533333.33333333,3353100000.0,206533333.3333333,4249066666.6666665,419566666.6666667,1707600000.0,-3229666666.6666665,0.0,-3229666666.6666665,-1.65,-1.65,-3226266666.6666665,19549300000.0,10.0,77.72,77.43,12404152,10.8634,-25.73,-0.3226,79.51,75.98,76.25,56.63,-0.000675,-0.004132,1.094507,-0.1666,9.8413,3.0087,0.1781,-0.9691228982666014,-0.1652062563194931,1.2672054715536867,0.5743721055842844,-0.16503233704872639,0.27695749028849165,8.300498,3,4134717.3333333335,-46.92727272727274,-0.9691228982666014,1110855555.5555556,-0.9706066200000001,-0.021309569934134055,222171110.52493036,-1.5655631545860946
TBOTEK,TBO Tek Limited,INE673O01025,Tour Travel Related Services,Consumer Services,Consumer Discretionary,Tour Travel Related Services,2024-05-15,1.0,108587787,Mid,,1433013333.3333333,103890000.0,1536903333.3333333,538540000.0,18333333.33333333,42570000.0,723536666.6666666,213923333.3333333,53163333.333333336,160760000.0,1.5333333333,1.5133333333,155913333.33333334,108590000.0,1.0,1607.52,1601.47,208574,189.8452,-23.64,-0.5042,1639.0,1567.66,1406.3,1073.9,-0.000839,-7.7e-05,1.100961,-0.1905,9.0476,4.0984,0.0396,0.11218318508318137,1.480430978911502,0.011928748500773197,0.8807152294465741,1.4357982625778924,0.02158811494838953,11.919288,3,69524.66666666667,1044.4369565444442,0.11218318508318137,477671111.1111111,-2.06641328,0.0009574536727506603,95534221.6361447,-0.8100378360053166
TCIEXP,TCI Express Limited,INE586V01016,Logistics Solution Provider,Services,Services,Logistics Solution Provider,2016-12-15,2.0,38380020,Small,,3003300000.0,24400000.0,3027700000.0,348300000.0,2866666.6666666665,52300000.0,2324333333.333333,299900000.0,75800000.0,224100000.0,5.8433333333,5.82,219833333.3333333,76766666.66666667,2.0,960.54,956.45,54374,184.9427,-40.96,-1.4006,974.69,942.84,1069.75,631.6,-0.0019,-0.000827,1.025194,-0.4692,5.3511,5.9579,0.0931,0.07461792028768355,2.91923577941815,0.0009468133126355539,0.8898988889998778,2.8636561007381673,0.032214842759406025,57.368576000000004,2,27187.0,163.68225898553155,0.07461792028768355,1501650000.0,-8.344634740000002,0.00610939759872445,300329997.5202168,-0.25617330029416663
TCPLPACK,TCPL Packaging Limited,INE822C01015,Packaging,Capital Goods,Industrials,Packaging,2017-10-17,10.0,9100000,Small,,4445815000.0,94662000.0,4540477000.0,415557000.0,139603333.33333334,190403333.3333333,760938333.3333334,447294000.0,97332000.0,349962000.0,38.4566666667,38.4566666667,348671666.6666667,91000000.0,10.0,3103.68,3106.27,12184,667.4702,78.53,1.4602,3181.44,3033.69,2178.55,3889.35,0.002795,-0.000703,1.048405,0.6905,1.1991,3.5509,0.0283,0.07871717559097713,3.8457362637362635,0.030746402488842767,0.2646298447716186,3.8315567765567766,0.005319937878874592,114.669506,2,6092.0,80.77325127842526,0.07871717559097713,2222907500.0,5.18502418,0.012380336115888188,444581501.5815985,-1.2900485606727594
TDPOWERSYS,TD Power Systems Limited,INE419M01027,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,2011-09-08,2.0,156183612,Mid,IN-Mi,3095211666.6666665,44165000.0,3139376666.6666665,297940666.6666667,8527000.0,47067333.333333336,209253666.66666663,535768666.6666667,132716333.33333331,403052333.3333333,2.58,2.5833333333,402250000.0,312367000.0,2.0,387.36,386.79,750360,44.2556,40.97,0.9415,397.23,378.5,289.95,408.75,0.001904,-0.002656,1.0211,0.4703,9.8413,4.1768,0.0526,0.13021801955385925,1.2903166254224463,0.0027161442876664477,0.16386418376341522,1.2877480655767095,0.09437901644085721,38.573254999999996,3,250120.0,149.91860465116278,0.13021801955385925,1031737222.2222222,3.9324572,0.006670286201814938,206347445.6645811,1.9194786449763057
TEAMLEASE,Teamlease Services Limited,INE985S01024,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2016-02-12,10.0,16768900,Small,IN-Mi,27659833333.33333,116633333.33333331,27776466666.666668,26378866666.666668,35433333.333333336,134366666.66666666,978933333.3333334,248866666.66666663,6900000.0,241966666.66666663,14.67,14.67,240200000.0,167700000.0,10.0,2812.88,2802.09,46300,437.591,-45.76,-1.6689,2857.65,2755.74,3333.55,1808.0,-0.002246,-0.000434,1.043649,-0.5549,4.5566,4.7497,0.1215,0.008747943769244211,1.4428543033194194,0.001275660211161967,0.9890804355292574,1.43231961836613,0.010854199469367514,76.368864,2,23150.0,191.0081799591002,0.008747943769244211,13829916666.666664,-7.92677433,0.005235377878654861,2765983330.9589725,-4.593207752911336
TPHQ,Teamo Productions HQ Limited,INE065J01024,Civil Construction,Construction,Industrials,Civil Construction,2009-01-30,1.0,1096219600,Micro,,1180211000.0,8520000.0,1188731000.0,2163333.333333333,0.0,45666.6666666667,2900333.333333333,15315333.333333334,3861333.3333333335,11454000.0,0.01,0.01,11454000.0,1044553333.3333334,1.0,1.46,1.46,8719924,0.2893,113.04,4.3939,1.49,1.42,1.15,2.45,0.013046,-0.00103,1.000611,0.8349,2.5794,3.8905,0.3125,0.009705044267508098,0.010965452537926896,0.0,0.004290475742614385,0.010965452537926896,13.447977877635672,496.6864560000001,1,8719924.0,146.0,0.009705044267508098,1180211000.0,17.094467950000002,0.006849315068493151,236042205.13262177,4.411677496805435
TECHM,Tech Mahindra Limited,INE669C01036,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2006-08-28,5.0,978993712,Large,IN-L,132014329333.33331,2275666666.6666665,134289996000.0,74205000000.0,788000000.0,4636000000.0,40730484000.0,13954512000.0,3593000000.0,10370178666.666666,11.6133333333,11.5933333333,10503845333.333334,4577757000.0,5.0,1545.06,1544.07,2153143,163.5887,5.21,0.3252,1563.48,1525.22,1218.75,1282.25,0.000355,-0.000145,1.013096,0.0877,9.8413,9.1016,0.0283,0.07855343218448801,2.2653405732691065,0.005867898007830754,0.8706288520376482,2.294539734925496,0.055637094738206244,1.694292,4,538285.75,132.95665901301078,0.07855343218448801,33003582333.33333,2.9598403199999996,0.007521247957216965,6600716467.579688,1.033207005453595
TECHNOE,Techno Electric & Engineering Company Limited,INE285K01026,Civil Construction,Construction,Industrials,Civil Construction,2018-12-04,2.0,116299574,Mid,NIN-S,4842894333.333333,356252333.3333333,5199146666.666667,151630666.66666666,23091000.0,20763666.666666668,226365333.3333333,1020907666.6666666,209348333.3333333,960992000.0,7.14,7.14,987683333.3333334,226812000.0,2.0,1292.33,1288.97,352246,279.3004,19.91,0.6875,1325.49,1256.91,823.9,987.95,0.001868,-0.000225,1.052165,0.3438,7.3413,3.3655,0.0109,0.19843340239442214,4.23695395305363,0.004441305752738911,0.07805167199256809,4.3546343814848125,0.012049750018259909,13.688125,3,117415.33333333333,180.5280112044818,0.19843340239442214,1614298111.111111,2.31378125,0.005539306578120514,322859622.97699445,2.3298833554480525
TIIL,Technocraft Industries (India) Limited,INE545H01011,Iron & Steel Products,Capital Goods,Industrials,Iron & Steel Products,2007-02-12,10.0,22672798,Mid,IN-Mi,6311006666.666667,238871333.3333333,6549878000.0,838986000.0,123033666.66666669,260178666.66666663,1465026000.0,872475333.3333334,217344000.0,655131333.3333334,27.7433333333,27.7433333333,654319333.3333334,227691000.0,10.0,2825.67,2821.9,26490,388.7902,1.33,0.2645,2891.52,2760.84,2273.9,2304.2,0.000507,-5.7e-05,1.051034,0.1252,2.607,3.622,0.0364,0.10380773907173815,2.87728251592436,0.018784115775387984,0.36507836573351743,2.8737162792263784,0.00931607844024875,0.351785,3,8830.0,101.7145260123774,0.10380773907173815,2103668888.888889,0.9580190000000001,0.009831437447570786,420733778.0982922,-0.6423117450039024
TECILCHEM,TECIL Chemicals and Hydro Power Limited,INE014B01011,Commodity Chemicals,Chemicals,Commodities,Commodity Chemicals,1995-12-06,10.0,18963700,Micro,,0.0,333.3333333333,333.3333333333,283333.3333333333,0.0,60000.0,605000.0,-948000.0,0.0,-948000.0,-0.05,-0.05,-948000.0,189637000.0,6.6666666667,25.53,25.51,4227,4.4913,87.38,2.4382,26.55,24.28,22.5,42.16,0.01052,0.001413,1.092276,0.8311,0.1342,1.5709,0.1519,0.0660247047197285,-0.004999024451979308,0.0,0.3263491531175259,-0.004999024451979308,0.3497651014182976,213.049916,1,4227.0,-510.2,,0.0,3.83016838,-0.001960015680125441,1.1486585108639749,2.3882879755480206
TEGA,Tega Industries Limited,INE011K01018,Industrial Products,Capital Goods,Industrials,Industrial Products,2021-12-13,10.0,66535492,Mid,IN-Mi,3675143333.3333335,121596666.66666669,3796740000.0,617350000.0,66146666.66666666,250470000.0,846290000.0,437996666.6666667,122900000.0,327370000.0,4.9166666667,4.9166666667,345636666.6666667,665350000.0,10.0,1644.34,1643.13,68628,189.8174,7.24,0.3794,1679.32,1608.68,1351.7,1449.6,0.000643,-0.000711,1.048725,0.1588,6.7539,4.0485,0.0202,0.08907679791173677,0.49202675283685277,0.017421963754870404,0.39825385495168897,0.5194809749254778,0.021328392444528266,2.746856,3,22876.0,334.1959322011241,0.08907679791173677,1225047777.777778,1.5360009,0.0029922566484088297,245009556.04367733,-0.9376704492514105
TEJASNET,Tejas Networks Limited,INE010J01012,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,2017-06-27,10.0,176322440,Large,IN-S,23387566666.666668,124600000.0,23512166666.666668,1125133333.3333333,601100000.0,833400000.0,1640533333.3333333,2477766666.6666665,750000000.0,1727766666.6666667,10.0133333333,9.8033333333,1730033333.3333333,1759266666.6666667,10.0,1148.21,1143.76,1345511,215.7474,9.27,0.4408,1175.34,1120.08,766.75,837.8,0.001051,-0.003698,1.028877,0.2597,9.8413,3.5604,0.0688,0.07387543523838165,0.9820948122323695,0.02556548737178624,0.11825371600579794,0.9833832278600931,0.016502632244930877,4.086216,4,336377.75,114.22370173140554,0.07387543523838165,5846891666.666667,1.56942432,0.00875475041381059,1169378333.8280745,-0.660703752529249
TEMBO,Tembo Global Industries Limited,INE869Y01010,Iron & Steel Products,Capital Goods,Industrials,Iron & Steel Products,2021-04-23,10.0,11103746,Micro,,1522516333.3333333,49358333.333333336,1571874666.6666667,34400000.0,39028333.333333336,6375666.666666667,450317333.3333333,173624666.66666666,43276666.66666666,121032000.0,10.89,8.9666666667,120944333.33333331,111037666.66666669,10.0,241.8,241.39,160502,32.0168,49.08,1.7818,248.77,235.3,257.85,384.4,0.005009,-0.00383,0.965814,0.4909,3.9286,2.461,0.102,0.07949471368561126,1.0900084956156018,0.024829163648331588,0.3183659332390304,1.089218973741643,0.07686589540491241,87.450744,1,160502.0,22.16620752984389,0.07949471368561126,1522516333.3333333,4.3850098,0.04511371639255976,304503268.0150408,2.6311352093012133
TERASOFT,Tera Software Limited,INE482B01010,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2016-12-29,10.0,12511875,Micro,,246929666.66666663,10112666.666666666,257042333.3333333,45159333.333333336,9667000.0,334000.0,172839666.66666666,28743000.0,8305666.666666667,20437333.33333333,1.63,1.63,23207666.666666668,125119000.0,10.0,83.59,84.32,577604,21.8789,163.59,4.8014,87.49,80.38,61.8,162.9,0.02204,-0.004214,1.081826,1.102,2.0238,1.6987,0.08,0.08276580780762133,0.16334316397456283,0.03760859106217264,0.8828384330760852,0.18548475184957255,0.07764101485906512,785.4610260000001,1,577604.0,51.73006134969325,0.08276580780762133,246929666.66666663,8.156138180000001,0.019331119544592032,49385935.808870755,4.828719971782184
TEXINFRA,Texmaco Infrastructure & Holdings Limited,INE435C01024,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2004-09-09,1.0,127426590,Small,,41810000.0,36474666.66666666,78284666.66666667,29466000.0,6519000.0,6068666.666666667,22659000.0,13572000.0,43265333.333333336,-27692000.0,-0.2166666667,-0.2166666667,625903666.6666666,127428000.0,1.0,120.46,120.19,974093,15.6015,1.04,0.3058,123.66,117.43,98.9,99.93,0.000704,-0.003169,1.064363,0.1739,9.8413,3.4576,0.0202,-0.6623295862233916,-0.21731487585146123,0.0832730121692626,1.2467113130829945,4.911822100846491,0.22161971605294362,0.31803200000000004,2,487046.5,-554.7230768377349,-0.6623295862233916,20905000.0,1.05733408,-0.0018027012788085532,4181000.118140808,-0.7298594620748529
TEXRAIL,Texmaco Rail & Engineering Limited,INE621L01012,Industrial Products,Capital Goods,Industrials,Industrial Products,2011-03-03,1.0,399467302,Mid,IN-Mi,11879106333.333334,134168000.0,12013274333.333334,412769666.6666667,329913333.3333333,100602333.33333331,600982666.6666666,814336333.3333334,259122000.0,620754000.0,1.55,1.5466666667,875519666.6666666,399467000.0,1.0,201.45,200.76,3611372,39.5887,-17.96,-0.1051,206.12,196.63,163.7,134.3,-0.000224,-0.002912,1.017077,-0.0553,9.8413,3.9712,0.0081,0.0522559511280857,1.5539556458981594,0.027462399024545704,0.08533910757989398,2.1917196330777426,0.10031145251043858,1.887596,3,1203790.6666666667,129.52258064516127,0.0522559511280857,3959702111.111111,-0.41737312,0.0077206614863518635,791940422.1142312,1.105224597026245
TEXMOPIPES,Texmo Pipes and Products Limited,INE141K01013,Plastic Products - Industrial,Capital Goods,Industrials,Plastic Products - Industrial,2010-03-10,10.0,29195000,Micro,,975362333.3333334,3474000.0,978836333.3333334,64147333.333333336,16743666.666666666,34328000.0,137646666.66666666,47550333.333333336,7183000.0,44126333.333333336,1.3833333333,1.3833333333,43510000.0,291950000.0,10.0,69.51,69.09,107220,9.837,-36.87,-0.9837,70.96,67.97,82.05,51.8,-0.001551,-0.004257,1.056214,-0.3832,9.8413,4.0221,0.1255,0.04524096515243737,0.15114346063823714,0.017105685696859774,0.2068913193626847,0.14903236855625962,0.4088746569075938,36.269019,1,107220.0,49.9445783144565,0.04524096515243737,975362333.3333334,-3.95653977,0.020022193273990446,195072465.4972815,-0.8856855742093255
TGBHOTELS,TGB Banquets And Hotels Limited,INE797H01018,Hotels & Resorts,Consumer Services,Consumer Discretionary,Hotels & Resorts,2007-05-17,10.0,29286400,Micro,,86346666.66666667,2090333.3333333333,88437000.0,13454000.0,3366000.0,12863333.333333334,30529000.0,3435333.333333333,0.0,3435333.333333333,0.1166666667,0.1166666667,3435333.333333333,292864000.0,10.0,14.7,14.53,132155,1.872,-31.27,-0.5397,15.13,14.22,15.0,10.31,-0.001048,-0.006697,1.045199,-0.2589,9.8413,2.8532,0.081,0.03978536133415688,0.011730131847319346,0.038060992570982735,0.5093769302038295,0.011730131847319346,1.524145299145299,16.876419,1,132155.0,124.54285710727346,0.03978536133415688,86346666.66666667,-1.5398720399999999,0.00802936453544391,17269332.884913202,-0.5069045068185237
THANGAMAYL,Thangamayil Jewellery Limited,INE085J01014,Gems Jewellery And Watches,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches,2010-02-19,10.0,31082021,Mid,IN-Mi,11766900000.0,18333333.33333333,11785233333.333334,219533333.3333333,99833333.33333331,54233333.333333336,341366666.6666667,403633333.3333333,112600000.0,291033333.3333333,10.6033333333,10.6033333333,292000000.0,274400000.0,10.0,1842.19,1840.41,88199,333.2061,57.09,1.102,1887.65,1798.91,1304.3,2048.95,0.002413,-0.00111,1.013386,0.5961,8.68,3.0083,0.0243,0.024733220587693727,1.0606171039844507,0.008471052758112552,0.04766760999073673,1.064139941690962,0.009028346119713896,62.91318000000001,3,29399.666666666668,173.56900345857773,0.024733220587693727,3922300000.0,3.3151466000000003,0.005761397369770866,784460001.0031163,-1.1447106754278553
ANUP,The Anup Engineering Limited,INE294Z01018,Industrial Products,Capital Goods,Industrials,Industrial Products,2019-03-01,10.0,20026466,Mid,IN-Mi,1702449666.6666667,15987333.333333334,1718437000.0,99990333.33333331,9016333.333333334,58466000.0,306821333.3333333,332714333.3333333,43489666.66666666,289224666.6666667,14.48,14.4633333333,272150666.6666667,199766333.3333333,10.0,2607.27,2606.96,70785,681.255,-8.37,0.3368,2678.03,2543.67,3344.45,3064.45,0.001002,-0.001592,1.020471,0.2475,6.9662,3.219,0.0445,0.16988735251888995,1.4478148636990886,0.0052468221606805105,0.23895664854702506,1.3623450064158293,0.00472510293502433,-2.8190159999999995,3,23595.0,180.03867403314916,0.16988735251888995,567483222.2222222,1.0841592,0.005554362168963083,113496644.82176928,-4.8580477837820215
BYKE,The Byke Hospitality Ltd,INE319B01014,Hotels & Resorts,Consumer Services,Consumer Discretionary,Hotels & Resorts,2015-04-15,10.0,52279300,Micro,,232919000.0,6220000.0,239139000.0,37697333.333333336,20053666.666666668,64020333.333333336,69785666.66666667,9978000.0,-2774333.333333333,12752333.333333334,0.2533333333,0.25,12752333.333333334,504854666.6666667,10.0,72.11,71.65,165176,5.2443,9.55,0.707,73.81,69.77,66.4,72.74,0.001852,-0.002683,1.061558,0.1704,3.6905,4.249,0.0217,0.05475007763786267,0.025259414590601652,0.08385778424542491,0.4614608511971973,0.025259414590601652,0.8102129931544724,6.75185,1,165176.0,282.8289474056354,0.05475007763786267,232919000.0,3.004043,0.003535705977669225,46583800.918345064,0.7345664922284643
GROBTEA,The Grob Tea Company Limited,INE646C01018,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Tea & Coffee,2016-07-14,10.0,1162330,Micro,,341244666.6666667,15118333.333333334,356363000.0,177431666.66666666,2601000.0,8652666.666666666,90650000.0,97342333.33333331,0.0,97342333.33333331,83.7466666667,83.7466666667,99956000.0,11623000.0,10.0,992.63,988.57,2022,127.3902,-4.05,0.1766,1019.24,968.13,915.85,878.75,0.000391,-0.004418,1.120617,0.0771,0.1589,2.636,0.0558,0.28525671707689687,8.37497490607703,0.007298737523255781,0.7855995795782889,8.59984513464682,0.020692329551252768,-0.71523,1,2022.0,11.804290718033831,0.28525671707689687,341244666.6666667,0.46551760000000003,0.08471495864400092,68248933.57550862,7.562929623153927
HITECHGEAR,The Hi-Tech Gears Limited,INE127B01011,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2002-01-21,10.0,18793217,Small,,2340516666.6666665,57823333.333333336,2398340000.0,429553333.3333333,56770000.0,158453333.33333334,417240000.0,151736666.66666666,49580000.0,102156666.66666669,5.4433333333,5.43,82223333.33333333,187780000.0,10.0,990.37,990.44,38172,76.6359,6.42,1.0301,1017.67,964.28,875.35,931.55,0.003235,-0.001824,1.373723,0.1003,0.4847,3.0101,0.0323,0.04364705798577238,0.5440231476550574,0.023670538789329287,0.36179760879008194,0.4378705577448787,0.03927793631966219,6.613242,2,19086.0,181.95468463063048,0.04364705798577238,1170258333.3333333,3.10070401,0.005495873887666087,234051667.61107117,0.8514112056408298
INDIACEM,The India Cements Limited,INE383A01012,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,2000-05-31,10.0,309897201,Mid,NIN-S,9997900000.0,736100000.0,10734000000.0,967500000.0,763566666.6666666,556066666.6666666,7901666666.666667,-563200000.0,-114700000.0,-527866666.6666667,51.09,51.09,15776033333.333334,3099000000.0,10.0,310.4,310.54,3948412,60.1017,26.16,0.7648,315.06,305.93,222.45,280.65,0.001297,0.000272,1.123109,0.3204,9.8413,3.4288,0.0283,-0.052797754195047626,-0.1703345165107024,0.07113533320911744,0.8871029582879073,5.090685167258256,0.057049966972648025,20.007168,3,1316137.3333333333,6.0782932080642,-0.052797754195047626,3332633333.3333335,2.62234624,0.1645198686159593,666526667.4704353,-0.059349270705750024
INDHOTEL,The Indian Hotels Company Limited,INE053A01029,Hotels & Resorts,Consumer Services,Consumer Discretionary,Hotels & Resorts,1996-07-03,1.0,1423432227,Large,IN-L,19698000000.0,562733333.3333334,20260733333.33333,5208133333.333333,514933333.3333333,1253866666.6666667,6318633333.333333,6193633333.333333,1456166666.6666667,4918100000.0,3.2433333333,3.2433333333,5091333333.333333,1423400000.0,1.0,698.8,698.42,3862692,93.8031,31.97,0.9904,708.29,687.79,597.55,788.6,0.001359,0.00048,1.01322,0.3358,9.8413,6.1534,0.0445,0.24967509391816428,3.455177743431221,0.0254153354106959,0.585174467797069,3.576881644887827,0.06559911133000935,31.663088,4,965673.0,215.3401849970744,0.24967509391816428,4924500000.0,6.09432736,0.004643815087339996,984900001.9041295,3.7572218373493853
THEINVEST,The Investment Trust Of India Limited,INE924D01017,Other Financial Services,Financial Services,Financial Services,Other Financial Services,2017-08-02,10.0,52242217,Small,,863278333.3333334,34791333.333333336,898069666.6666666,307185333.3333333,90214333.33333331,26860666.666666668,325138666.6666667,148462666.66666666,55095666.66666666,130260666.66666669,2.3466666667,2.3466666667,129911333.33333331,522422000.0,10.0,171.49,169.21,37477,30.2977,-18.22,-0.3633,174.62,165.67,148.1,121.11,-0.000666,-0.004725,1.076332,-0.1232,2.7662,4.2207,0.0811,0.15089069380867895,0.24933993336166296,0.10045360252304107,0.7324682846590612,0.24867125299725762,0.13930760420758012,6.619326,2,18738.5,72.10653408988486,0.15089069380867895,431639166.6666667,-1.53338031,0.013868368693930619,86327832.92136014,-0.2660463728296581
PKTEA,The Peria Karamalai Tea & Produce Company Limited,INE431F01018,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Tea & Coffee,2015-08-19,10.0,3095879,Micro,,135331000.0,1476000.0,136807000.0,65761666.66666666,5027000.0,8527666.666666666,34062000.0,11297666.666666666,-728666.6666666666,12026333.333333334,3.8866666667,3.8866666667,34619666.666666664,30959000.0,3.3333333333,474.01,472.29,3522,144.7417,122.89,2.6517,490.65,456.65,310.15,691.3,0.007721,-0.005102,1.069712,0.9265,0.1691,2.2705,0.0833,0.08886606419322501,0.3884600062448184,0.0367451957867653,0.7376260181825794,1.1182424066238141,0.015686564410947224,325.867413,1,3522.0,121.51543739175374,0.08886606419322501,135331000.0,6.02068485,0.008229407073408287,27066201.834511157,1.6816090704380433
PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2007-04-23,2.0,357522296,Large,IN-M,9324124666.666666,352515333.3333333,9676640000.0,919009333.3333334,1030304000.0,787615000.0,2578587666.6666665,3924595666.6666665,741205333.3333334,3198796000.0,9.53,9.5233333333,3386453333.333333,595811666.6666666,2.0,2419.76,2417.34,668500,920.3723,-50.79,-0.6979,2471.73,2361.8,3003.55,1478.0,-0.001801,0.001379,1.020379,-0.4449,9.8413,4.5266,0.004,0.34306662709428953,5.368803900561419,0.1064733213181435,0.37511263791911265,5.683764724311653,0.004918227113093256,35.446341,4,167125.0,253.65582371458555,0.34306662709428953,2331031166.6666665,-3.15911414,0.003942349855626432,466206232.4893075,-4.189752472344291
RAMCOCEM,The Ramco Cements Limited,INE331A01037,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,1997-04-09,1.0,236292380,Large,IN-S,20403766666.666668,95733333.33333331,20499500000.0,1411700000.0,1151433333.3333333,1706733333.3333333,12033433333.333334,910533333.3333334,99466666.66666669,813066666.6666666,3.4566666667,3.4566666667,861966666.6666666,236300000.0,1.0,862.32,861.9,791936,68.3292,15.77,0.6933,873.84,850.04,809.2,936.85,0.000733,-0.000368,1.014116,0.181,9.8413,7.5053,0.0364,0.03984885143756136,3.440823811539004,0.05616884964673935,0.6589534938810317,3.647764141627874,0.10984030253537287,10.933341,4,197984.0,249.34426229267748,0.03984885143756136,5100941666.666667,5.203424490000001,0.004010519395173454,1020188334.9071176,3.4906806629765654
RUBYMILLS,The Ruby Mills Limited,INE301D01026,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,1995-03-29,5.0,33440000,Small,,541286666.6666666,45272333.333333336,586559000.0,72390666.66666667,12825000.0,28775666.666666668,215761000.0,108769333.33333331,21096333.33333333,87673000.0,2.6233333333,2.6233333333,87439666.66666667,167200000.0,5.0,236.13,235.26,82977,34.7047,-8.09,0.101,242.26,230.7,197.25,181.3,0.000216,-0.005693,1.077545,0.0533,8.166,3.7468,0.0324,0.1619714753734928,0.5243600478468899,0.021864808143767293,0.5323457687239048,0.5229645135566189,0.10796232210622768,-0.81709,2,41488.5,89.67979669745462,0.1619714753734928,270643333.3333333,0.3784268,0.011150783530136871,54128666.83101631,0.44028452322038264
