symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,beta,avg_daily_return,avg_vwap_distance,liquidity_score,stability_score,trend_strength
DENORA,De Nora India Limited,INE244A01016,Electrodes & Refractories,Capital Goods,Industrials,Electrodes & Refractories,1997-08-07,10.0,5308634,Small,Unknown,161504333.33333334,14971333.333333334,176475666.66666666,15635666.666666666,-5492666.666666667,-1.0333333333,1357.84,1350.92,23182,352.6891,-54.15,-1.269,,-0.002618,-0.004302,2.2815,3.9739,0.1741
DIL,Debock Industries Limited,INE411Y01011,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,2022-03-31,10.0,162736115,Micro,Unknown,100900000.0,299666.6666666667,101199666.66666669,679666.6666666666,16965000.0,0.1266666667,6.91,6.84,2158784,1.0754,-60.87,-2.09,,-0.005153,-0.005497,6.2698,1.9251,0.2484
DECCANCE,Deccan Cements Limited,INE583C01021,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,2007-08-02,5.0,14007500,Small,Unknown,1360191333.3333333,30725000.0,1390916333.3333333,81053666.66666667,-1441000.0,-0.1033333333,659.42,659.04,30389,67.5411,20.9,0.6593,,0.001125,-0.000605,2.9907,3.4265,0.0486
DEEDEV,DEE Development Engineers Limited,INE841L01016,Industrial Products,Capital Goods,Industrials,Industrial Products,2024-06-26,10.0,69054078,Small,Unknown,1653431666.6666667,30079000.0,1683510666.6666667,342835000.0,-10216333.333333334,-0.11,296.51,295.06,552044,49.7727,-32.12,-0.645,,-0.001374,-0.002815,7.8968,3.5718,0.0909
DEEPINDS,Deep Industries Limited,INE0FHS01024,Offshore Support Solution Drilling,Oil Gas & Consumable Fuels,Energy,Offshore Support Solution Drilling,2021-04-27,5.0,64000000,Small,Unknown,1362998666.6666667,88298000.0,1451296666.6666667,152423000.0,426348333.3333333,6.2,425.87,425.46,349907,105.0267,59.1,1.1248,,0.002478,-0.001935,9.8413,4.246,0.0121
DBEIL,Deepak Builders & Engineers India Limited,INE0OPA01019,Civil Construction,Construction,Industrials,Civil Construction,2024-10-28,10.0,46580860,Small,Unknown,1261827500.0,10159000.0,1271986500.0,53380500.0,156694500.0,3.945,163.64,162.45,535151,18.9117,-12.36,-0.2752,,-0.000595,-0.005235,4.5238,3.2148,0.1327
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,Commodity Chemicals,Chemicals,Commodities,Commodity Chemicals,2003-01-17,10.0,126237825,Mid,Unknown,25356900000.0,103933333.33333331,25460833333.33333,1559766666.6666667,2222700000.0,17.33,984.92,986.52,1319396,249.2914,124.1,1.7667,,0.00386,-0.001453,9.8413,3.5873,0.0283
DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2010-09-29,2.0,136393041,Large,IN-M,20340810000.0,203563333.3333333,20544373333.33333,968573333.3333334,1649536666.6666667,12.0933333333,2530.66,2527.02,368783,330.9202,-15.92,-0.3145,,-0.000445,-0.000935,9.8413,6.6543,0.085
DELHIVERY,Delhivery Limited,INE148O01028,Logistics Solution Provider,Services,Services,Logistics Solution Provider,2022-05-24,1.0,745581479,Large,IN-S,22467783333.33333,1093950000.0,23561733333.33333,3461190000.0,298503333.3333333,0.4066666667,368.79,367.1,2699716,60.2882,-45.81,-1.6874,,-0.002252,-0.001346,9.8413,5.5502,0.1255
DELPHIFX,DELPHI WORLD MONEY LIMITED,INE726L01019,Other Financial Services,Financial Services,Financial Services,Other Financial Services,2011-06-28,10.0,11127890,Micro,Unknown,140524000.0,48308666.66666666,188832666.66666663,26611666.666666668,-6986333.333333333,-0.63,242.01,239.5,29881,40.0837,-5.91,0.4744,,0.003416,-0.005452,0.7352,2.7017,0.3607
DELTACORP,Delta Corp Limited,INE124G01033,Amusement Parks/ Other Recreation,Consumer Services,Consumer Discretionary,Amusement Parks/ Other Recreation,2007-11-02,1.0,267771097,Small,Unknown,1875433333.3333333,154333333.33333334,2029766666.6666667,422566666.6666667,281300000.0,1.05,117.36,116.83,2547815,15.7109,-34.88,-1.0656,,-0.001492,-0.003065,9.8413,4.3165,0.0729
DELTAMAGNT,Delta Manufacturing Limited,INE393A01011,Other Industrial Products,Capital Goods,Industrials,Other Industrial Products,2000-04-19,10.0,10851120,Micro,Unknown,184293666.66666663,1379000.0,185672666.66666663,65728333.333333336,-39053666.66666666,-2.0933333333,98.67,97.75,33217,9.2471,-27.78,-0.4912,,-0.001,-0.005473,2.8472,2.7867,0.107
DEN,Den Networks Limited,INE947J01015,TV Broadcasting & Software Production,Media Entertainment & Publication,Consumer Discretionary,TV Broadcasting & Software Production,2009-11-24,10.0,477223845,Small,Unknown,2524373333.333333,598213333.3333334,3122586666.6666665,199593333.3333333,456230000.0,0.9633333333,46.32,46.15,1715238,7.7331,-38.03,-1.039,,-0.001627,-0.003808,9.8413,4.9572,0.1336
DENTA,Denta Water and Infra Solutions Limited,INE0R4L01018,Water Supply & Management,Utilities,Utilities,Water Supply & Management,2025-01-29,10.0,26700000,Small,Unknown,513534000.0,9490000.0,523024000.0,15092000.0,149641000.0,7.79,302.32,300.95,577267,18.946,-6.0,-0.239,,-0.000661,-0.001444,1.5873,2.4932,0.0256
DEVIT,Dev Information Technology Limited,INE060X01018,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2022-02-15,5.0,22534093,Micro,Unknown,397035666.6666667,43381333.333333336,440417000.0,214735333.3333333,45484000.0,2.0233333333,136.1,135.26,230365,19.5355,-8.5,0.1189,,0.00027,-0.00579,9.8413,3.2592,0.0526
DEVYANI,Devyani International Limited,INE872J01023,Restaurants,Consumer Services,Consumer Discretionary,Restaurants,2021-08-16,1.0,1206266378,Large,IN-S,12461536666.666666,79346666.66666667,12540883333.333334,1799306666.6666667,32876666.666666668,0.0833333333,171.35,171.1,2907862,12.9791,-1.32,0.1457,,0.000214,-0.000402,9.8413,4.8406,0.0729
DBOL,Dhampur Bio Organics Limited,INE0I3401014,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Sugar,2022-09-08,10.0,66387590,Small,Unknown,6634133333.333333,8666666.666666666,6642800000.0,244866666.66666663,-100366666.66666669,-1.51,125.41,124.67,190702,21.4838,-54.68,-1.9005,,-0.003207,-0.003033,8.8492,4.3208,0.1982
DHAMPURSUG,Dhampur Sugar Mills Limited,INE041A01016,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Sugar,1995-03-29,10.0,65387590,Small,Unknown,6153600000.0,54600000.0,6208200000.0,198000000.0,11233333.333333334,0.1633333333,190.24,189.02,454343,37.8408,-47.2,-1.534,,-0.002301,-0.002898,9.8413,4.9536,0.0688
DHANI,Dhani Services Limited,INE274G01010,Other Financial Services,Financial Services,Financial Services,Other Financial Services,2008-04-02,2.0,603233339,Small,IN-Mi,384533666.6666667,37533000.0,422066666.6666667,179025000.0,-39320666.66666666,0.0,62.78,62.65,5947775,15.3455,29.81,0.7271,,0.001892,-0.003438,9.8413,3.126,0.0607
DHANBANK,Dhanlaxmi Bank Limited,INE680A01011,Private Sector Bank,Financial Services,Financial Services,Private Sector Bank,2004-04-01,10.0,394698851,Small,Unknown,,420366666.6666667,3651233333.3333335,,,,38.25,38.1,1435789,4.3028,-32.73,-0.8773,,-0.001862,-0.001816,6.3889,4.5537,0.0188
DHANUKA,Dhanuka Agritech Limited,INE435G01025,Pesticides & Agrochemicals,Chemicals,Commodities,Pesticides & Agrochemicals,2011-06-29,2.0,45078324,Mid,Unknown,5310428666.666667,83164333.33333333,5393593000.0,439523000.0,738193333.3333334,16.27,1494.41,1490.33,54090,175.4596,11.71,0.4744,,0.000813,-5.4e-05,5.3232,4.4834,0.0526
DHARMAJ,Dharmaj Crop Guard Limited,INE00OQ01016,Pesticides & Agrochemicals,Chemicals,Commodities,Pesticides & Agrochemicals,2022-12-08,10.0,33797296,Small,Unknown,2470383333.333333,2136666.6666666665,2472520000.0,122683333.33333331,124246666.66666669,3.6766666667,273.56,273.55,152211,55.1972,-10.51,0.0341,,7e-05,-0.002171,9.8413,3.5009,0.0648
DHRUV,Dhruv Consultancy Services Limited,INE506Z01015,Consulting Services,Services,Services,Consulting Services,2021-11-25,10.0,18966569,Micro,Unknown,247884000.0,3753000.0,251637000.0,57397000.0,16369000.0,0.9733333333,127.82,126.43,62629,13.5319,12.35,0.9481,,0.002256,-0.001675,1.8888,3.3788,0.04
DHUNINV,Dhunseri Investments Limited,INE320L01011,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Non Banking Financial Company (NBFC),2011-03-18,10.0,6097178,Small,Unknown,1590601666.6666667,206596333.3333333,1797198000.0,137908333.33333334,829635666.6666666,81.4466666667,1732.17,1718.65,5883,427.3652,23.54,0.6494,,0.001568,-0.005047,0.579,2.9685,0.0364
DTIL,Dhunseri Tea & Industries Limited,INE341R01014,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Tea & Coffee,2015-01-20,10.0,10507427,Micro,Unknown,1293126333.3333333,7743666.666666667,1300870000.0,708575333.3333334,73592000.0,7.0066666667,231.16,229.72,35078,33.0993,-9.11,0.0375,,7.3e-05,-0.005112,3.4521,3.1083,0.1417
DVL,Dhunseri Ventures Limited,INE477B01010,Diversified,Diversified,Diversified,Diversified,2008-01-11,10.0,35024754,Small,Unknown,1089637000.0,331390666.6666667,1421027666.6666667,55955000.0,556505666.6666666,15.91,385.26,383.51,76861,55.678,-2.02,0.2013,,0.000397,-0.002817,7.5642,4.2496,0.0769
DIAMINESQ,Diamines & Chemicals Limited,INE591D01014,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2023-09-25,10.0,9783990,Micro,Unknown,178461333.33333334,7471000.0,185932333.3333333,25546000.0,4886666.666666667,0.5366666667,507.37,504.75,18394,77.9589,-43.14,-1.0235,,-0.001867,-0.003563,1.8102,3.5975,0.0526
DIACABS,Diamond Power Infrastructure Limited,INE989C01038,Other Electrical Equipment,Capital Goods,Industrials,Other Electrical Equipment,2023-09-15,1.0,526971060,Mid,Unknown,2605280666.6666665,1063333.3333333333,2606344000.0,31793333.33333333,89444666.66666667,1.34,288.71,287.53,130908,467.1512,-93.47,-4.9132,,-0.06334,-0.005389,0.8333,4.2868,0.3
DICIND,DIC India Limited,INE303A01010,Printing Inks,Chemicals,Commodities,Printing Inks,1995-08-30,10.0,9178977,Small,Unknown,2207708333.333333,16260333.333333334,2223968666.6666665,181347333.3333333,41302333.333333336,4.4966666667,596.16,593.83,12358,91.3187,47.61,1.504,,0.002476,-0.004434,0.8975,3.325,0.044
DIFFNKG,Diffusion Engineers Limited,INE184O01015,Other Industrial Products,Capital Goods,Industrials,Other Industrial Products,2024-10-04,10.0,37426259,Small,Unknown,748652333.3333334,14188000.0,762840333.3333334,102042333.33333331,77456000.0,2.5366666667,326.06,324.63,368199,37.8649,-28.93,-0.8693,,-0.002782,-0.002376,3.4127,2.3326,0.1294
DGCONTENT,Digicontent Limited,INE03JI01017,Advertising & Media Agencies,Media Entertainment & Publication,Consumer Discretionary,Advertising & Media Agencies,2019-06-18,2.0,58187078,Micro,Unknown,1094433333.3333333,16966666.666666668,1111400000.0,541866666.6666666,60300000.0,1.0366666667,24.69,24.62,69252,4.4741,79.81,9.6949,,0.039076,-0.002872,0.4672,3.6285,0.375
DIGIDRIVE,Digidrive Distributors Limited,INE0PSC01024,E-Retail/ E-Commerce,Consumer Services,Consumer Discretionary,E-Retail/ E-Commerce,2024-01-10,10.0,38561898,Micro,Unknown,131133333.33333331,2866666.6666666665,134000000.0,35566666.666666664,9366666.666666666,0.24,39.6,39.14,110988,6.7109,-35.96,-1.0656,,-0.002585,-0.004185,5.3571,3.6018,0.1045
DIGISPICE,DiGiSPICE Technologies Limited,INE927C01020,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2008-05-27,3.0,233623106,Small,Unknown,1105565000.0,62379666.66666666,1167944666.6666667,272108000.0,-88771000.0,-0.3066666667,28.38,28.0,478919,6.9443,-26.61,-0.429,,-0.00125,-0.006996,5.3571,2.6847,0.1343
DIGJAMLMTD,Digjam Limited,INE731U01028,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2021-10-18,10.0,20000000,Micro,Unknown,42191333.333333336,4263666.666666667,46455000.0,49358666.66666666,-51525666.66666666,-2.5766666667,37.1,37.58,7707,1.294,4.99,,,0.049918,0.005775,0.0061,5.1322,1.0
DNAMEDIA,Diligent Media Corporation Limited,INE016M01021,Electronic Media,Media Entertainment & Publication,Consumer Discretionary,Electronic Media,2017-12-11,1.0,117708018,Micro,Unknown,25100333.33333333,41166000.0,66266333.333333336,11613000.0,32124666.666666668,0.2033333333,5.5,5.41,252665,0.586,3.74,0.4612,,0.00137,-0.0044,5.9921,2.5166,0.0667
DBL,Dilip Buildcon Limited,INE917M01012,Civil Construction,Construction,Industrials,Civil Construction,2016-08-11,10.0,146214971,Mid,IN-Mi,27283964000.0,407391333.3333333,27691355333.33333,527204000.0,1877658333.3333333,12.84,478.8,478.24,469277,46.0674,-0.23,0.2215,,0.000403,-0.001952,9.8413,3.8189,0.0769
DISHTV,Dish TV India Limited,INE836F01026,TV Broadcasting & Software Production,Media Entertainment & Publication,Consumer Discretionary,TV Broadcasting & Software Production,2007-04-18,1.0,1841256054,Small,Unknown,4079800000.0,65533333.333333336,4145333333.3333335,370333333.3333333,-284933333.3333333,-0.1466666667,12.49,12.41,16281379,3.635,-68.62,-2.6511,,-0.004344,-0.003538,9.8413,4.4381,0.1984
DCAL,Dishman Carbogen Amcis Limited,INE385W01011,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2017-09-21,2.0,156783095,Small,IN-Mi,6650533333.333333,45700000.0,6696233333.333333,3228766666.6666665,-132833333.33333331,-0.8466666667,208.99,208.48,876919,34.3176,-10.09,0.1307,,0.000322,-0.003852,9.8413,3.585,0.0283
DIVGIITTS,Divgi Torqtransfer Systems Limited,INE753U01022,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2023-03-14,5.0,30582927,Small,Unknown,535656666.6666667,51150000.0,586806666.6666666,62480000.0,63463333.333333336,2.0733333333,636.74,633.78,34576,101.3871,-46.47,-1.5693,,-0.002263,-0.001016,3.4027,4.9281,0.1134
DIVISLAB,Divi's Laboratories Limited,INE361B01024,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2003-03-12,2.0,265468580,Large,IN-L,22583333333.33333,890000000.0,23473333333.33333,2976666666.6666665,5096666666.666667,19.2,5249.35,5253.64,552256,726.7896,50.39,1.627,,0.001807,9.8e-05,9.8413,7.6594,0.0729
DIXON,Dixon Technologies (India) Limited,INE935N01020,Consumer Electronics,Consumer Durables,Consumer Discretionary,Consumer Electronics,2017-09-18,2.0,60236688,Large,IN-M,95225200000.0,29833333.33333333,95255033333.33331,1413666666.6666667,2558766666.6666665,42.7633333333,13350.29,13337.71,508421,2745.2977,87.37,1.6452,,0.002954,0.000441,9.8413,4.1992,0.1741
DJML,DJ Mediaprint & Logistics Limited,INE0B1K01014,Logistics Solution Provider,Services,Services,Logistics Solution Provider,2022-12-05,10.0,32483520,Small,Unknown,181207666.66666663,546333.3333333334,181754000.0,8174666.666666667,14217333.333333334,0.69,157.72,160.36,121611,42.0198,-4.31,1.0682,,0.006978,0.006763,1.5079,3.2299,0.3514
DLF,DLF Limited,INE271C01023,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2007-07-05,2.0,2475315036,Large,IN-L,16220266666.666666,2606800000.0,18827066666.666668,1543333333.3333333,10282066666.666666,4.1566666667,807.68,804.66,3696192,73.5956,-29.54,-0.8533,,-0.001175,-0.001009,9.8413,4.9536,0.0121
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,INE505A01010,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2021-12-01,10.0,24939933,Small,Unknown,1020270666.6666666,3009000.0,1023279666.6666666,69763000.0,50186666.66666666,2.0133333333,306.77,305.5,54612,34.2542,-17.72,-0.2285,,-0.00049,-0.003308,3.9442,3.4792,0.0829
DODLA,Dodla Dairy Limited,INE021O01019,Dairy Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Dairy Products,2021-06-28,10.0,60327809,Mid,IN-Mi,9368140000.0,91673333.33333331,9459813333.333334,397673333.3333333,639883333.3333334,10.67,1129.25,1127.3,89537,114.2954,33.15,0.931,,0.001468,0.000526,8.8116,4.1901,0.0607
DOLATALGO,Dolat Algotech Limited,INE966A01022,Stockbroking & Allied,Financial Services,Financial Services,Stockbroking & Allied,2024-01-12,1.0,176000000,Small,Unknown,1386636000.0,12000.0,1386648000.0,62851666.66666666,587555000.0,3.3266666667,126.45,125.88,941347,25.9695,-2.8,0.2572,,0.000633,-0.003654,9.8413,3.3799,0.0931
DOLLAR,Dollar Industries Limited,INE325C01035,Garments & Apparels,Textiles,Consumer Discretionary,Garments & Apparels,2017-04-21,2.0,56716120,Small,Unknown,3871112333.3333335,11874666.666666666,3882987000.0,252351666.66666663,207897666.66666663,3.63,498.28,496.79,109443,61.9639,-29.88,-0.7256,,-0.00113,-0.001424,9.8413,5.1035,0.0486
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,INE920A01037,Offshore Support Solution Drilling,Oil Gas & Consumable Fuels,Energy,Offshore Support Solution Drilling,2023-08-21,1.0,40004580,Small,Unknown,178583333.33333334,10978333.333333334,189561666.66666663,933333.3333333334,120105666.66666669,3.0033333333,332.0,320.73,23874,51.9611,-29.34,-4.4921,,-0.014476,-0.013463,0.2179,3.8181,0.6364
DOMS,DOMS Industries Limited,INE321T01012,Stationary,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Stationary,2023-12-20,10.0,60687236,Mid,Unknown,4679657666.666667,59470666.66666666,4739128333.333333,642726000.0,540854666.6666666,8.91,2466.94,2467.6,160347,370.6742,54.29,1.2628,,0.002104,-0.00067,9.8413,4.0512,0.0688
DONEAR,Donear Industries Limited,INE668D01028,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2006-12-20,2.0,52000000,Small,Unknown,2186797000.0,14583333.333333334,2201380333.333333,223653666.66666663,100861333.33333331,1.94,124.73,124.17,350619,20.1664,8.48,0.4973,,0.001225,-0.005989,6.7063,3.0877,0.0476
DPSCLTD,DPSC Limited,INE360C01024,Integrated Power Utilities,Power,Utilities,Integrated Power Utilities,2008-04-21,1.0,973789640,Small,Unknown,1652456666.6666667,73407666.66666667,1725864333.3333333,147172666.66666666,29653000.0,0.02,17.27,17.13,796842,2.4953,-24.48,-0.4133,,-0.000739,-0.003844,9.8413,3.5947,0.0769
AGARWALEYE,Dr. Agarwal's Health Care Limited,INE943P01029,Hospital,Healthcare,Healthcare,Hospital,2025-02-04,1.0,315879846,Mid,Unknown,4307200000.0,127100000.0,4434300000.0,838700000.0,282400000.0,0.73,417.31,420.82,1345063,15.9073,3.37,0.7006,,0.001008,0.002321,1.7857,3.2752,0.0455
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,Healthcare Service Provider,Healthcare,Healthcare,Healthcare Service Provider,2015-12-23,10.0,83591735,Large,IN-S,5967333333.333333,240000000.0,6207333333.333333,1168333333.3333333,1177000000.0,14.0166666667,2891.92,2892.84,240490,333.3713,16.45,0.6894,,0.000776,-6.5e-05,9.8413,6.8607,0.0202
DRREDDY,Dr. Reddy's Laboratories Limited,INE089A01031,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2003-05-30,1.0,834455365,Large,IN-L,62981333333.333336,2535666666.6666665,65517000000.0,10165000000.0,12028333333.333334,36.7933333333,4055.95,4050.69,1295797,2623.3933,-81.54,-1.0577,,-0.003498,0.000111,9.8413,9.1084,0.004
DRCSYSTEMS,DRC Systems India Limited,INE03RS01027,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2021-03-10,1.0,133694330,Micro,Unknown,161493333.33333334,770000.0,162263333.33333334,48920000.0,35553333.333333336,0.27,24.69,24.45,388850,3.9174,32.25,0.9033,,0.002853,-0.003229,6.8651,2.1427,0.0116
DREAMFOLKS,Dreamfolks Services Limited,INE0JS101016,Airport & Airport services,Services,Services,Airport & Airport services,2022-09-06,2.0,53269862,Small,Unknown,3259070000.0,14886666.666666666,3273956666.6666665,109336666.66666669,167063333.33333334,3.1733333333,422.32,419.81,201813,89.3339,-53.59,-2.09,,-0.002865,-0.001215,9.8413,5.222,0.1781
DREDGECORP,Dredging Corporation of India Limited,INE506A01018,Dredging,Services,Services,Dredging,2004-01-15,10.0,28000000,Small,Unknown,2265772666.6666665,64222000.0,2329994666.6666665,256593666.66666663,-162847000.0,-5.82,854.36,850.4,85351,213.9611,-30.13,-0.4621,,-0.001149,-0.00298,6.2998,4.6296,0.0811
KEEPLEARN,DSJ Keep Learning Limited,INE055C01020,Education,Consumer Services,Consumer Discretionary,Education,1995-03-01,1.0,155712083,Micro,Unknown,22229666.666666668,801000.0,23030666.666666668,9707000.0,1226333.3333333333,0.01,4.0,3.94,30454,0.9635,-20.0,-0.4499,,-0.002475,-0.003024,0.3988,1.9427,0.2188
DUCON,Ducon Infratechnologies Limited,INE741L01018,Industrial Products,Capital Goods,Industrials,Industrial Products,2012-10-09,1.0,324925587,Micro,Unknown,1106682333.3333333,3610333.3333333335,1110292333.3333333,19890666.666666668,33137000.0,0.0833333333,7.63,7.54,1501514,1.3977,-28.61,-0.6189,,-0.00148,-0.00566,6.1508,3.0672,0.1234
DWARKESH,Dwarikesh Sugar Industries Limited,INE366A01041,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Sugar,2004-12-31,1.0,185301470,Small,Unknown,3000109333.333333,20739333.33333333,3020848666.6666665,273264000.0,-76647333.33333333,-0.41,63.09,62.75,1365375,12.8172,-48.23,-1.5696,,-0.002375,-0.003223,9.8413,4.8789,0.1538
DSSL,Dynacons Systems & Solutions Limited,INE417B01040,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2011-12-01,10.0,12725330,Small,Unknown,3127716666.6666665,16746666.666666666,3144463333.333333,105390333.33333331,180959333.3333333,14.2066666667,1287.73,1278.2,63478,152.0856,6.4,0.3891,,0.000901,-0.003644,6.2471,3.363,0.1174
DYNAMATECH,Dynamatic Technologies Limited,INE221B01012,Industrial Products,Capital Goods,Industrials,Industrial Products,2006-09-14,10.0,6791443,Mid,IN-Mi,3410433333.333333,34066666.666666664,3444500000.0,779166666.6666666,89833333.33333333,13.23,7429.24,7400.2,14897,672.0315,-24.17,-0.4727,,-0.00078,-0.000248,1.4661,4.3557,0.1093
DYCL,Dynamic Cables Limited,INE600Y01019,Cables - Electricals,Capital Goods,Industrials,Cables - Electricals,2022-07-27,10.0,24229319,Small,Unknown,2313982666.6666665,16997666.666666668,2330980333.333333,85126000.0,137519666.66666666,5.8166666667,662.36,659.86,143605,168.0869,37.05,0.8212,,0.001995,-0.001425,9.8413,2.887,0.0688
DYNPRO,Dynemic Products Limited,INE256H01015,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2017-07-19,10.0,12028387,Micro,Unknown,911439333.3333334,549666.6666666666,911989000.0,55238666.66666666,36873666.66666666,3.0633333333,315.3,313.62,38407,54.1142,-6.5,0.0836,,0.000196,-0.001691,2.2709,3.254,0.1554
E2E,E2E Networks Limited,INE255Z01019,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2022-04-12,10.0,19967858,Small,Unknown,434945666.6666667,46639000.0,481584666.6666667,57078000.0,112939333.33333331,7.53,1992.58,1986.27,100349,157.153,17.86,1.5618,,0.005032,-0.004395,1.746,4.0111,0.0233
EASEMYTRIP,Easy Trip Planners Limited,INE07O001026,Tour Travel Related Services,Consumer Services,Consumer Discretionary,Tour Travel Related Services,2021-03-19,1.0,3544081236,Mid,IN-Mi,1492803333.3333333,40456666.66666666,1533260000.0,251280000.0,315836666.6666667,0.1433333333,30.07,29.93,31873237,12.9272,-70.0,-1.5602,,-0.003894,-0.002779,9.8413,3.8926,0.1741
ECLERX,eClerx Services Limited,INE738I01010,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services,Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),2007-12-31,10.0,47650360,Mid,Unknown,8225263333.333333,182023333.3333333,8407286666.666667,5079686666.666667,1295806666.6666667,27.3166666667,2832.8,2832.51,109609,424.498,-2.4,0.1113,,0.00016,-0.000491,9.8413,4.6569,0.0121
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,INE06HJ01020,Road Transport,Services,Services,Road Transport,2024-09-04,2.0,60000000,Small,Unknown,1572988333.3333333,23372000.0,1596360333.3333333,154920333.33333334,139247333.33333334,2.32,319.38,317.34,826214,108.4591,-56.6,-1.8112,,-0.004725,-0.002802,5.9921,2.7096,0.22
EDELWEISS,Edelweiss Financial Services Limited,INE532F01054,Holding Company,Financial Services,Financial Services,Holding Company,2007-12-12,1.0,945831726,Mid,IN-Mi,17540000000.0,213000000.0,17753000000.0,2452700000.0,771833333.3333334,0.8566666667,97.92,97.74,5827875,22.6243,5.77,0.387,,0.000904,-0.002075,9.8413,3.6991,0.0567
EICHERMOT,Eicher Motors Limited,INE066A01021,2/3 Wheelers,Automobile and Auto Components,Consumer Discretionary,2/3 Wheelers,2004-09-07,1.0,274164080,Large,IN-L,45430800000.0,3081700000.0,48512500000.0,3473233333.333333,11240966666.666666,41.02,4872.58,4876.55,573458,219.2481,26.82,1.0536,,0.001098,0.000114,9.8413,8.4886,0.0445
EIDPARRY,EID Parry India Limited,INE126A01031,Other Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Food Products,1995-05-10,1.0,177778294,Mid,Unknown,82658300000.0,822466666.6666666,83480766666.66667,2588233333.333333,4110333333.3333335,11.1133333333,779.14,778.42,539894,83.9404,28.6,0.8794,,0.001283,-0.001225,9.8413,5.9627,0.0202
EIHAHOTELS,EIH Associated Hotels Limited,INE276C01014,Hotels & Resorts,Consumer Services,Consumer Discretionary,Hotels & Resorts,2008-04-08,10.0,60936294,Small,Unknown,894431000.0,42856333.333333336,937287333.3333334,178829333.33333334,151907000.0,2.6866666667,534.91,532.74,57541,219.4743,-50.6,-0.5698,,-0.001569,-0.001865,5.6629,4.1845,0.0769
EIHOTEL,EIH Limited,INE230A01023,Hotels & Resorts,Consumer Services,Consumer Discretionary,Hotels & Resorts,1995-02-08,2.0,625364182,Large,Unknown,6385666666.666667,326566666.6666667,6712233333.333333,1339300000.0,1694266666.6666667,2.5933333333,399.87,398.7,739932,40.6917,-21.79,-0.5229,,-0.000742,-0.000248,9.8413,5.3875,0.0486
EIMCOELECO,Eimco Elecon (India) Limited,INE158B01016,Industrial Products,Capital Goods,Industrials,Industrial Products,1996-04-17,10.0,5768385,Small,Unknown,607281333.3333334,47238333.333333336,654519666.6666666,47372000.0,113447000.0,19.6666666667,2118.12,2100.97,11251,513.4469,-37.66,-1.0136,,-0.002428,-0.003101,0.6787,4.2306,0.1656
ELDEHSG,Eldeco Housing And Industries Limited,INE668G01021,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2022-04-12,2.0,9833000,Small,Unknown,324068333.3333333,29554666.666666668,353623000.0,25593666.666666668,60907666.66666666,6.1966666667,901.17,897.04,3436,111.2387,-25.32,-0.4936,,-0.000831,-0.001735,0.3382,3.9245,0.1012
