symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,beta,avg_daily_return,avg_vwap_distance,liquidity_score,stability_score,trend_strength
AKSHAR,Akshar Spintex Limited,INE256Z01025,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2022-05-23,1.0,787468500,Micro,Unknown,287285333.3333333,4754333.333333333,292039666.6666667,12529333.333333334,-11018333.333333334,-0.02,2.05,2.02,7876487,0.4663,-62.4,-4.4831,,-0.016753,-0.002725,2.1032,2.3742,0.25
AKSHARCHEM,AksharChem India Limited,INE542B01011,Dyes And Pigments,Chemicals,Commodities,Dyes And Pigments,2017-03-28,10.0,8033099,Micro,Unknown,851757333.3333334,1154666.6666666667,852912000.0,31645000.0,11277666.666666666,1.4033333333,290.57,288.68,14407,39.5569,-24.63,-0.4957,,-0.000824,-0.003169,1.3893,4.3152,0.0702
AKUMS,Akums Drugs and Pharmaceuticals Limited,INE09XN01023,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2024-08-06,2.0,157393988,Mid,Unknown,10208703333.333334,115256666.66666669,10323960000.0,1773080000.0,647236666.6666666,4.28,688.64,684.66,546289,167.5793,-45.52,-1.4647,,-0.003031,-0.002732,6.7857,3.8717,0.1647
AKZOINDIA,Akzo Nobel India Limited,INE133A01011,Paints,Consumer Durables,Consumer Discretionary,Paints,2001-06-28,10.0,45540314,Mid,IN-Mi,10230079333.333334,82584000.0,10312663333.333334,843361666.6666666,1070161333.3333334,23.5033333333,3327.56,3324.1,20371,489.2468,43.34,1.1346,,0.001748,-0.000319,2.0048,4.2093,0.004
ALANKIT,Alankit Limited,INE914E01040,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2015-06-30,1.0,271158100,Small,Unknown,663473333.3333334,29695666.666666668,693169000.0,116584333.33333331,54663333.333333336,0.1933333333,21.54,21.43,1615022,3.484,-19.52,-0.2152,,-0.000445,-0.003801,8.9286,3.4089,0.1875
ALBERTDAVD,Albert David Limited,INE155C01010,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2016-06-14,10.0,5707162,Small,Unknown,902915666.6666666,115650333.33333331,1018566000.0,287622000.0,91762333.33333331,16.08,1180.1,1173.61,17452,201.279,-30.65,-0.6748,,-0.001429,-0.002475,1.2743,3.9086,0.1148
ALEMBICLTD,Alembic Limited,INE426A01027,Diversified Commercial Services,Services,Services,Diversified Commercial Services,1999-09-22,2.0,256781828,Small,Unknown,538728333.3333334,239769666.66666663,778498000.0,69381333.33333333,807432000.0,3.1433333333,122.5,122.16,1347234,21.2826,6.83,0.3758,,0.000711,-0.003287,9.8413,4.5276,0.0283
APLLTD,Alembic Pharmaceuticals Limited,INE901L01018,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2011-09-20,2.0,196563124,Mid,Unknown,16054256666.666666,97980000.0,16152236666.666666,3818330000.0,1556770000.0,7.92,1015.15,1014.0,253578,122.0422,-12.61,-0.1436,,-0.00023,-0.001002,9.8413,4.7861,0.1012
ALICON,Alicon Castalloy Limited,INE062D01024,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2006-09-29,5.0,16261840,Small,Unknown,4194393333.3333335,7755333.333333333,4202148666.6666665,486420000.0,115963000.0,7.15,1103.73,1098.62,29305,230.0079,-24.98,-0.4328,,-0.00077,-0.002169,2.884,4.605,0.0688
ALIVUS,Alivus Life Sciences Limited,INE03Q201024,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2021-08-06,2.0,122537052,Mid,Unknown,5791130000.0,81606666.66666667,5872736666.666667,616580000.0,1145863333.3333333,9.3533333333,1001.04,1001.31,180138,126.9982,22.02,0.6715,,0.001222,-0.000602,9.8413,4.044,0.0405
ALKALI,Alkali Metals Limited,INE773I01017,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2008-11-06,10.0,10182506,Micro,Unknown,191540333.3333333,4435000.0,195975333.3333333,32861000.0,-33848000.0,-3.3266666667,114.43,113.5,44091,15.7219,-26.88,-0.4121,,-0.000803,-0.004601,4.3392,3.6103,0.1174
ALKEM,Alkem Laboratories Limited,INE540L01014,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2015-12-23,2.0,119565000,Large,IN-M,29111066666.666668,1413233333.3333333,30524300000.0,5437466666.666667,6584400000.0,53.2533333333,5367.81,5360.54,228126,484.0778,3.64,0.2705,,0.000276,0.000184,9.8413,8.2568,0.0202
ALKYLAMINE,Alkyl Amines Chemicals Limited,INE150B01039,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2007-11-26,2.0,51136418,Mid,Unknown,3952600000.0,68266666.66666667,4020866666.6666665,262433333.3333333,466966666.6666667,9.1333333333,1971.69,1968.27,83394,204.2976,-15.53,-0.36,,-0.000471,-0.001508,8.2071,5.3736,0.166
ACLGATI,Allcargo Gati Limited,INE152B01027,Logistics Solution Provider,Services,Services,Logistics Solution Provider,2006-10-10,2.0,147075551,Small,Unknown,4250466666.6666665,29400000.0,4279866666.6666665,437366666.6666667,-9433333.333333334,0.0266666667,92.46,91.92,798035,16.8689,-45.69,-1.2288,,-0.002103,-0.002879,9.8413,4.4079,0.0931
ALLCARGO,Allcargo Logistics Limited,INE418H01029,Logistics Solution Provider,Services,Services,Logistics Solution Provider,2006-06-23,2.0,982782096,Mid,IN-Mi,40732133333.333336,128266666.66666669,40860400000.0,5167633333.333333,174433333.33333334,0.1633333333,55.69,55.39,3404590,13.5624,-61.01,-2.3792,,-0.003531,-0.002913,9.8413,5.2124,0.17
ATL,Allcargo Terminals Limited,INE0NN701020,Port & Port services,Services,Services,Port & Port services,2023-08-10,2.0,245695524,Small,Unknown,1906280333.3333333,20054666.666666668,1926335000.0,170153000.0,108831000.0,0.44,42.84,42.59,582689,10.0411,-60.1,-2.2641,,-0.003427,-0.003599,9.8413,4.7508,0.1215
ALLDIGI,Alldigi Tech Limited,INE835G01018,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services,Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),2005-05-09,10.0,15238326,Small,Unknown,1334033333.3333333,20566666.666666668,1354600000.0,767766666.6666666,213366666.66666663,14.0033333333,1008.14,1007.43,44141,96.4016,32.6,0.8726,,0.001522,-0.000925,4.344,4.0171,0.0
ABDL,Allied Blenders and Distillers Limited,INE552Z01027,Breweries & Distilleries,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Breweries & Distilleries,2024-07-02,2.0,279710151,Mid,IN-Mi,20461447666.666668,23293333.33333333,20484741000.0,427490000.0,387412000.0,1.4033333333,344.36,343.51,1246189,36.6972,0.36,0.2136,,0.000345,-0.001919,7.7381,5.2677,0.0567
ADSL,Allied Digital Services Limited,INE102I01027,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2007-07-25,5.0,56382253,Small,Unknown,2009066666.6666667,23566666.666666668,2032633333.3333333,357433333.3333333,132400000.0,2.2266666667,222.41,221.79,972913,49.469,35.04,0.7996,,0.001919,-0.004416,9.8413,3.2305,0.0486
ALMONDZ,Almondz Global Securities Limited,INE326B01035,Stockbroking & Allied,Financial Services,Financial Services,Stockbroking & Allied,2008-06-16,1.0,172284768,Small,Unknown,322966666.6666667,4166666.6666666665,327133333.3333333,100866666.66666669,37233333.333333336,0.84,69.57,69.28,486784,54.7688,-78.19,-0.8081,,-0.004856,-0.001591,3.8095,3.997,0.0737
ALOKINDS,Alok Industries Limited,INE270A01029,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2020-02-19,1.0,4965240401,Mid,Unknown,9186066666.666666,86433333.33333333,9272500000.0,1224533333.3333333,-2473200000.0,-0.5,23.09,22.98,11777440,4.1503,-42.99,-1.256,,-0.002004,-0.003048,9.6429,5.2652,0.1983
ALPA,Alpa Laboratories Limited,INE385I01010,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2007-08-06,10.0,21040600,Micro,Unknown,241775333.3333333,69571666.66666667,311347000.0,33545333.33333333,72282000.0,3.4366666667,102.85,102.25,163524,13.5898,18.19,0.6829,,0.001501,-0.005347,7.3016,3.4525,0.0219
ALPHAGEO,Alphageo (India) Limited,INE137C01018,Offshore Support Solution Drilling,Oil Gas & Consumable Fuels,Energy,Offshore Support Solution Drilling,2007-05-11,10.0,6364767,Micro,Unknown,183724333.3333333,28904000.0,212628333.3333333,30864333.33333333,-7575333.333333333,-1.22,393.15,390.57,54119,43.4152,-34.21,-0.7022,,-0.001925,-0.006119,3.157,2.2644,0.0137
ALPSINDUS,Alps Industries Limited,INE093B01015,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2000-03-21,10.0,39114100,Micro,Unknown,0.0,1292000.0,1292000.0,630000.0,-158757666.66666666,-4.0566666667,3.06,3.06,54982,0.3441,38.46,112.3361,,0.041531,0.000861,0.1964,7.5,1.0
AMBER,Amber Enterprises India Limited,INE371P01015,Household Appliances,Consumer Durables,Consumer Discretionary,Household Appliances,2018-01-30,10.0,33823506,Mid,IN-S,20731062666.666668,181592666.66666663,20912655333.33333,774251000.0,442426333.3333333,12.5966666667,5329.58,5328.46,536303,1222.773,81.28,1.3775,,0.002992,-0.001773,9.8413,3.1587,0.0121
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,INE792B01012,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,2004-06-29,10.0,17177400,Micro,Unknown,308552000.0,13261000.0,321813000.0,15569333.333333334,23019666.666666668,1.34,29.04,28.65,45063,2.2253,1.31,0.2602,,0.000482,-0.004301,4.3097,3.2863,0.0583
AMBIKCO,Ambika Cotton Mills Limited,INE540G01014,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2008-01-29,10.0,5725000,Small,Unknown,1885866666.6666667,64900000.0,1950766666.6666667,129766666.66666669,166266666.66666666,29.0466666667,1587.43,1583.01,19190,153.4603,-11.07,-0.1813,,-0.000245,-0.002163,1.8886,5.2262,0.0648
AMBUJACEM,Ambuja Cements Limited,INE079A01024,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,1998-02-18,2.0,2463123478,Large,IN-L,83853843333.33333,6936646666.666667,90790490000.0,3493170000.0,12942046666.666666,4.3733333333,585.93,584.49,3209076,60.7965,-9.59,-0.1173,,-0.000161,-0.000158,9.8413,4.4706,0.0202
AMDIND,AMD Industries Limited,INE005I01014,Packaging,Capital Goods,Industrials,Packaging,2007-03-19,10.0,19166749,Micro,Unknown,647596666.6666666,4080333.3333333335,651677000.0,52876000.0,3187666.6666666665,0.1666666667,64.57,63.73,44432,10.12,-27.37,-0.2787,,-0.000645,-0.006295,4.3727,3.2962,0.1457
AMIORG,Ami Organics Limited,INE00FF01017,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2021-09-14,10.0,40934461,Mid,IN-Mi,2327973666.6666665,37167666.66666666,2365141333.333333,201182333.3333333,325672000.0,8.1333333333,1745.8,1746.45,287703,447.7028,85.14,1.467,,0.003017,-0.001505,9.8413,3.8832,0.0526
AMNPLST,Amines & Plasticizers Limited,INE275D01022,Commodity Chemicals,Chemicals,Commodities,Commodity Chemicals,2023-11-10,2.0,55020000,Small,Unknown,1649732000.0,3509333.333333333,1653241333.3333333,52488666.66666666,93984000.0,1.7066666667,268.73,267.06,55883,44.8314,19.64,0.5909,,0.001577,-0.005868,5.4996,2.6534,0.1215
AMJLAND,Amj Land Holdings Limited,INE606A01024,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,1995-02-08,2.0,41000000,Micro,Unknown,173842333.33333334,18618666.666666668,192461000.0,14628333.333333334,34825333.333333336,0.8133333333,50.76,50.46,200756,9.5848,28.07,0.8687,,0.002026,-0.005178,7.2619,3.0917,0.0549
AMRUTANJAN,Amrutanjan Health Care Limited,INE098F01031,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2015-01-02,1.0,28910630,Small,Unknown,1054675666.6666666,42864666.66666666,1097540333.3333333,143618000.0,118856333.33333331,4.1133333333,719.17,718.66,54144,58.7702,-3.94,0.0577,,8.1e-05,-0.001185,5.3285,4.0403,0.1053
ANANDRATHI,Anand Rathi Wealth Limited,INE463V01026,Financial Products Distributor,Financial Services,Financial Services,Financial Products Distributor,2021-12-14,5.0,83020634,Large,Unknown,2362557666.6666665,70802666.66666667,2433360333.333333,1054805666.6666666,752664666.6666666,18.0533333333,3719.85,3715.59,90250,667.5852,-56.99,-0.9546,,-0.002322,6e-05,8.8818,4.5452,0.0445
ANANTRAJ,Anant Raj Limited,INE242C01024,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2006-09-27,2.0,341890753,Large,IN-S,5064400000.0,100200000.0,5164600000.0,51466666.66666666,1023433333.3333334,2.9933333333,587.33,585.82,1969776,155.4665,32.09,0.7791,,0.001885,-0.00128,9.8413,3.1383,0.1296
ACL,Andhra Cements Limited,INE666E01020,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,2023-05-10,10.0,92172140,Small,Unknown,615266666.6666666,26000000.0,641266666.6666666,41166666.66666666,-340666666.6666667,-3.6933333333,83.99,83.21,73521,13.1004,-39.23,-1.0432,,-0.001689,-0.003078,7.2354,3.9667,0.1417
ANDHRAPAP,ANDHRA PAPER LIMITED,INE435A01051,Paper & Paper Products,Forest Materials,Commodities,Paper & Paper Products,2004-05-13,2.0,198850195,Mid,Unknown,3779563333.3333335,236826000.0,4016389333.3333335,417627666.6666667,270188666.6666667,3.2166666667,278.06,277.54,198177,225.2179,-85.54,-1.1909,,-0.004154,-0.001317,9.8413,5.7146,0.0729
ANDHRSUGAR,The Andhra Sugars Limited,INE715B01021,Commodity Chemicals,Chemicals,Commodities,Commodity Chemicals,1995-11-01,2.0,135535390,Small,Unknown,4285879000.0,111523000.0,4397402000.0,422345333.3333333,42353666.66666666,0.33,100.03,99.62,411923,15.2003,-34.69,-0.9963,,-0.001457,-0.003374,9.8413,5.4055,0.1377
ANGELONE,Angel One Limited,INE732I01013,Stockbroking & Allied,Financial Services,Financial Services,Stockbroking & Allied,2020-10-05,10.0,90294037,Large,IN-S,13941220000.0,24873333.33333333,13966093333.333334,2228440000.0,3325200000.0,36.9266666667,2565.92,2556.27,1417636,315.5502,-20.11,-0.1652,,-0.000351,-0.002133,9.8413,3.9071,0.0526
ANIKINDS,Anik Industries Limited,INE087B01017,Trading & Distributors,Services,Services,Trading & Distributors,2008-05-21,10.0,27753486,Micro,Unknown,225430666.66666663,7390000.0,232820666.66666663,3803666.6666666665,8701000.0,0.3133333333,73.75,73.43,44094,23.9725,137.03,2.2092,,0.008896,-0.003933,2.1172,2.8836,0.075
APCL,Anjani Portland Cement Limited,INE071F01012,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,2017-04-10,10.0,29374764,Micro,Unknown,970533333.3333334,4700000.0,975233333.3333334,90366666.66666669,-227066666.66666663,-7.6966666667,168.2,167.2,20029,27.0348,-38.72,-1.0268,,-0.00165,-0.002544,1.9712,3.7196,0.1579
ANKITMETAL,Ankit Metal & Power Limited,INE106I01010,Iron & Steel,Metals & Mining,Commodities,Iron & Steel,2013-03-14,10.0,141110500,Micro,Unknown,1852266666.6666667,23118000.0,1875384666.6666667,35778000.0,-754113333.3333334,-5.3433333333,4.26,4.17,139794,0.1461,0.0,0.2122,,0.00039,-0.00144,0.5952,4.3351,0.2143
ANMOL,Anmol India Limited,INE02AR01019,Trading - Coal,Oil Gas & Consumable Fuels,Energy,Trading - Coal,2021-06-04,10.0,56914150,Micro,Unknown,3200100000.0,28166666.666666668,3228266666.6666665,3500000.0,17966666.666666668,0.3166666667,27.67,27.29,235537,8.2275,-65.52,-3.0329,,-0.006118,-0.004241,6.3889,3.1473,0.1375
ANTGRAPHIC,Antarctica Limited,INE414B01021,Packaging,Capital Goods,Industrials,Packaging,1997-12-31,1.0,155009600,Micro,Unknown,2580333.333333333,12666.6666666667,2593000.0,1112666.6666666667,-1652333.3333333333,0.0,1.4,1.39,1267175,0.2699,-33.33,-0.707,,-0.001863,-0.003068,5.754,3.5898,0.0556
AWHCL,Antony Waste Handling Cell Limited,INE01BK01022,Waste Management,Utilities,Utilities,Waste Management,2021-01-01,5.0,28382100,Small,Unknown,2303162000.0,60969333.333333336,2364131333.333333,707283333.3333334,182143000.0,5.33,617.45,615.37,274780,112.1944,3.5,0.3167,,0.000629,-0.003101,9.8413,3.6688,0.0283
ANUHPHR,Anuh Pharma Limited,INE489G01022,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2024-12-20,5.0,50112000,Small,Unknown,1595133000.0,9376000.0,1604509000.0,55358000.0,103431000.0,2.06,185.83,184.05,46905,25.7622,-22.82,-1.5315,,-0.002946,-0.003559,1.4332,3.9073,0.1842
ANURAS,Anupam Rasayan India Limited,INE930P01018,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2021-03-24,10.0,109931337,Mid,Unknown,3127668333.333333,14847666.666666666,3142516000.0,184003333.3333333,323479000.0,1.48,750.53,750.26,156835,44.585,-18.77,-0.6692,,-0.000704,0.000862,9.8413,4.3765,0.1417
APARINDS,Apar Industries Limited,INE372A01015,Other Electrical Equipment,Capital Goods,Industrials,Other Electrical Equipment,2004-07-12,10.0,40168315,Large,IN-M,44571500000.0,277266666.6666667,44848766666.66666,864766666.6666666,1904433333.3333333,47.4133333333,8480.93,8459.66,145472,1505.6784,-27.93,-0.4719,,-0.000879,-0.000106,9.8413,3.529,0.0121
APCOTEXIND,Apcotex Industries Limited,INE116A01032,Rubber,Capital Goods,Industrials,Rubber,1995-09-06,2.0,51844960,Small,Unknown,3476532666.6666665,31511333.33333333,3508044000.0,178956000.0,124365333.33333331,2.3966666667,398.34,397.47,42203,45.5179,-26.61,-0.7797,,-0.001033,-0.000631,4.1534,4.994,0.1619
APEX,Apex Frozen Foods Limited,INE346W01013,Seafood,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Seafood,2017-09-04,10.0,31250000,Small,Unknown,2054120666.6666667,11265333.333333334,2065386000.0,109454000.0,6373333.333333333,0.2066666667,239.3,239.08,247420,21.6018,3.0,0.305,,0.000612,-0.003481,9.8413,3.9568,0.085
APLAPOLLO,APL Apollo Tubes Limited,INE702C01027,Iron & Steel Products,Capital Goods,Industrials,Iron & Steel Products,2011-12-14,2.0,277524564,Large,IN-M,50603133333.333336,203800000.0,50806933333.333336,857133333.3333334,1546500000.0,5.5733333333,1516.55,1514.28,588103,75.3205,-1.97,0.0995,,0.000128,0.000231,9.8413,6.599,0.0283
APOLLOHOSP,Apollo Hospitals Enterprise Limited,INE437A01024,Hospital,Healthcare,Healthcare,Hospital,1996-01-10,5.0,143784657,Large,IN-L,54006000000.0,464000000.0,54470000000.0,6815333333.333333,3635333333.3333335,24.4866666667,6638.63,6634.53,398087,436.4151,7.58,0.4493,,0.000391,-4e-06,9.8413,9.2581,0.085
APOLLO,Apollo Micro Systems Limited,INE713T01028,Aerospace & Defense,Capital Goods,Industrials,Aerospace & Defense,2018-01-22,1.0,306489560,Small,Unknown,1334341666.6666667,8890000.0,1343231333.3333333,50130000.0,142478666.66666666,0.4766666667,110.4,109.84,4121967,10.7741,5.3,0.3542,,0.000712,-0.004351,9.6429,3.6323,0.1281
APOLLOPIPE,Apollo Pipes Limited,INE126J01016,Plastic Products - Industrial,Capital Goods,Industrials,Plastic Products - Industrial,2019-11-11,10.0,44048206,Small,Unknown,2889523666.6666665,6351666.666666667,2895875333.333333,235548000.0,80720000.0,1.8066666667,531.1,529.93,90965,106.3507,-39.5,-1.1532,,-0.001751,-0.001446,8.9521,3.6694,0.1741
APOLSINHOT,Apollo Sindoori Hotels Limited,INE451F01024,Hotels & Resorts,Consumer Services,Consumer Discretionary,Hotels & Resorts,2015-01-28,5.0,2600400,Micro,Unknown,1345772000.0,26333333.33333333,1372105000.0,809143666.6666666,18554333.33333333,7.1333333333,1629.92,1617.3,4325,203.1759,-30.45,-0.5384,,-0.001026,-0.00353,0.4257,3.6136,0.1012
APOLLOTYRE,Apollo Tyres Limited,INE438A01022,Tyres & Rubber Products,Automobile and Auto Components,Consumer Discretionary,Tyres & Rubber Products,1995-05-31,1.0,635100946,Large,IN-M,51121216666.66666,257300000.0,51378516666.66666,4532356666.666667,1967646666.6666667,3.0966666667,485.48,485.12,2171775,44.7021,-9.62,-0.2104,,-0.000243,-0.000123,9.8413,7.3501,0.1012
APTECHT,Aptech Limited,INE266F01018,Education,Consumer Services,Consumer Discretionary,Education,2002-09-27,10.0,58029601,Small,Unknown,1138043000.0,41374666.66666666,1179417666.6666667,172607333.33333334,47116666.66666666,0.8133333333,192.57,191.73,323450,39.1791,-49.37,-1.2166,,-0.002306,-0.004538,9.8413,4.0168,0.1174
