Symbol,QuartersAvailable,Avg_RevenueFromOperations,Avg_OtherIncome,Avg_Income,Avg_EmployeeBenefitExpense,Avg_FinanceCosts,Avg_DepreciationDepletionAndAmortisationExpense,Avg_OtherExpenses,Avg_Expenses,Avg_ProfitBeforeTax,Avg_TaxExpense,Avg_ProfitLossForPeriod,Avg_BasicEarningsLossPerShareFromContinuingOperations,Avg_DilutedEarningsLossPerShareFromContinuingOperations,Avg_ComprehensiveIncomeForThePeriod,Avg_PaidUpValueOfEquityShareCapital,Avg_FaceValueOfEquityShareCapital,Avg_DilutedEarningsLossPerShare,AvailableQuarters
DHANUKA,3,5310428666.666667,83164333.33333333,5393593000.0,439523000.0,11066000.0,126702333.33333333,620735666.6666666,4425332000.0,968261000.0,230067666.66666666,738193333.3333334,16.27,16.27,738193333.3333334,90490333.33333333,2.0,,"first,second,third"
DHARMAJ,3,2470383333.3333335,2136666.6666666665,2472520000.0,122683333.33333333,29766666.666666668,45646666.666666664,214276666.66666666,2309356666.6666665,163163333.33333334,38916666.666666664,124246666.66666667,3.6766666666666663,3.6766666666666663,124276666.66666667,336636666.6666667,10.0,,"first,second,third"
DHRUV,3,247884000.0,3753000.0,251637000.0,57397000.0,6436000.0,11155666.666666666,156781333.33333334,231770000.0,19867000.0,3498000.0,16369000.0,0.9733333333333333,0.9733333333333333,16302000.0,179406666.66666666,10.0,,"first,second,third"
DHUNINV,3,1590601666.6666667,206596333.33333334,1797198000.0,137908333.33333334,45274000.0,108019666.66666667,193234000.0,1210821666.6666667,587706000.0,274907666.6666667,829635666.6666666,81.44666666666666,81.44666666666666,1421101333.3333333,60972000.0,10.0,,"first,second,third"
DIACABS,3,2605280666.6666665,1063333.3333333333,2606344000.0,31793333.333333332,39278000.0,49308666.666666664,217649000.0,2516836333.3333335,89219333.33333333,-225333.33333333334,89444666.66666667,1.34,1.34,89444666.66666667,526971000.0,7.0,,"first,second,third"
DIAMINESQ,3,178461333.33333334,7471000.0,185932333.33333334,25546000.0,839333.3333333334,8738666.666666666,44290666.666666664,175526000.0,10406333.333333334,4958000.0,4886666.666666667,0.5366666666666667,0.5366666666666667,9626000.0,97840000.0,10.0,,"first,second,third"
DIAMONDYD,3,4357073000.0,24548333.333333332,4381621333.333333,195860333.33333334,16517666.666666666,176023333.33333334,865979333.3333334,4403712666.666667,-106782000.0,-32330000.0,-74452000.0,-3.1199999999999997,-3.1199999999999997,-75791000.0,119367000.0,5.0,,"first,second,third"
DICIND,3,2207708333.3333335,16260333.333333334,2223968666.6666665,181347333.33333334,3397333.3333333335,47820000.0,300951000.0,2168891333.3333335,55256333.333333336,13954000.0,41302333.333333336,4.496666666666667,1.5233333333333334,40020333.333333336,91790000.0,10.0,,"first,second,third"
DIFFNKG,3,748652333.3333334,14188000.0,762840333.3333334,102042333.33333333,5835666.666666667,12531333.333333334,154555666.66666666,665119333.3333334,97721000.0,18092333.333333332,77456000.0,2.5366666666666666,2.5366666666666666,76757000.0,311560000.0,10.0,,"first,second,third"
DIGIDRIVE,3,131133333.33333333,2866666.6666666665,134000000.0,35566666.666666664,166666.66666666666,1000000.0,86700000.0,123433333.33333333,10566666.666666666,1200000.0,9366666.666666666,0.24,0.24,309700000.0,385600000.0,10.0,,"first,second,third"
DIGISPICE,3,1105565000.0,62379666.666666664,1167944666.6666667,272108000.0,5963000.0,14278666.666666666,802922666.6666666,1139304000.0,-55920000.0,15460333.333333334,-88771000.0,-0.3066666666666667,-0.3066666666666667,-86729333.33333333,620485000.0,3.0,,"first,second,third"
DIGJAMLMTD,3,42191333.333333336,4263666.666666667,46455000.0,49358666.666666664,6143666.666666667,1483333.3333333333,10889333.333333334,97980666.66666667,-51525666.666666664,0.0,-51525666.666666664,-2.5766666666666667,-2.5766666666666667,-51606666.666666664,200000000.0,10.0,,"first,second,third"
DIL,3,100900000.0,299666.6666666667,101199666.66666667,679666.6666666666,0.0,242666.66666666666,3933000.0,81823666.66666667,19376000.0,2411000.0,16965000.0,0.12666666666666668,0.06,16965000.0,54246456574000.0,10.0,,"first,second,third"
DISHTV,3,4079800000.0,65533333.333333336,4145333333.3333335,370333333.3333333,680666666.6666666,1108966666.6666667,2241566666.6666665,4430266666.666667,-284933333.3333333,0.0,-284933333.3333333,-0.14666666666666667,-0.14666666666666667,-284566666.6666667,1841300000.0,1.0,,"first,second,third"
DIVGIITTS,3,535656666.6666667,51150000.0,586806666.6666666,62480000.0,883333.3333333334,60293333.333333336,161866666.66666666,501180000.0,85626666.66666667,22163333.333333332,63463333.333333336,2.0733333333333333,2.0733333333333333,62920000.0,152910000.0,5.0,,"first,second,third"
DIVISLAB,3,22583333333.333332,890000000.0,23473333333.333332,2976666666.6666665,3333333.3333333335,983333333.3333334,3523333333.3333335,16633333333.333334,6840000000.0,1743333333.3333333,5096666666.666667,19.2,19.2,5106666666.666667,530000000.0,2.0,,"first,second,third"
DIXON,3,95225200000.0,29833333.333333332,95255033333.33333,1413666666.6666667,360300000.0,650366666.6666666,2403833333.3333335,92686566666.66667,3267166666.6666665,753800000.0,2558766666.6666665,42.76333333333333,42.32666666666667,2563500000.0,119833333.33333333,2.0,,"first,second,third"
DJML,3,181207666.66666666,546333.3333333334,181754000.0,8174666.666666667,6559000.0,16144333.333333334,25139000.0,165114666.66666666,16639333.333333334,2422000.0,14217333.333333334,0.6900000000000001,0.6900000000000001,14355000.0,25265333.333333332,10.0,,"first,second,third"
DLF,3,16220266666.666666,2606800000.0,18827066666.666668,1543333333.3333333,962000000.0,379166666.6666667,2641500000.0,13792600000.0,4026500000.0,-2050466666.6666667,10282066666.666666,4.156666666666667,4.156666666666667,10293700000.0,4950600000.0,2.0,,"first,second,third"
DLINKINDIA,3,3380356666.6666665,46480333.333333336,3426837000.0,104998666.66666667,2119666.6666666665,17394333.333333332,111593666.66666667,3084742666.6666665,342094333.3333333,85994666.66666667,256099666.66666666,7.216666666666666,7.216666666666666,256509666.66666666,71010000.0,2.0,,"first,second,third"
DMART,3,148287300000.0,330866666.6666667,148618166666.66666,2854333333.3333335,168300000.0,2095533333.3333333,7705700000.0,138776933333.33334,9841233333.333334,2652366666.6666665,7188866666.666667,11.049999999999999,11.023333333333333,7145833333.333333,6507300000.0,10.0,,"first,second,third"
DMCC,3,1020270666.6666666,3009000.0,1023279666.6666666,69763000.0,27697000.0,42271666.666666664,188521333.33333334,950606000.0,72673666.66666667,22487000.0,50186666.666666664,2.013333333333333,2.013333333333333,47208666.666666664,249399000.0,10.0,,"first,second,third"
DNAMEDIA,3,25100333.333333332,41166000.0,66266333.333333336,11613000.0,2576333.3333333335,333333.3333333333,18552666.666666668,33075333.333333332,33191000.0,1066333.3333333333,32124666.666666668,0.20333333333333334,0.20333333333333334,32115333.333333332,117708000.0,1.0,,"first,second,third"
DODLA,3,9368140000.0,91673333.33333333,9459813333.333334,397673333.3333333,9453333.333333334,188236666.66666666,1191106666.6666667,8574840000.0,884973333.3333334,245090000.0,639883333.3333334,10.67,10.63,663686666.6666666,600496666.6666666,10.0,,"first,second,third"
DOLATALGO,3,1386636000.0,12000.0,1386648000.0,62851666.666666664,108180333.33333333,5410333.333333333,393462333.3333333,569904666.6666666,816743333.3333334,229188333.33333334,587555000.0,3.3266666666666667,3.3266666666666667,587600666.6666666,176000000.0,1.0,,"first,second,third"
DOLLAR,3,3871112333.3333335,11874666.666666666,3882987000.0,252351666.66666666,70695666.66666667,89583000.0,1517166000.0,3610902666.6666665,274859666.6666667,68158000.0,207897666.66666666,3.6300000000000003,3.6300000000000003,208767000.0,113432000.0,2.0,,"first,second,third"
DOLPHIN,3,178583333.33333334,10978333.333333334,189561666.66666666,933333.3333333334,1170000.0,690000.0,4319333.333333333,65281666.666666664,124280000.0,4174333.3333333335,120105666.66666667,3.0033333333333334,3.0033333333333334,128070666.66666667,40005000.0,1.0,,"first,second,third"
DOMS,3,4679657666.666667,59470666.666666664,4739128333.333333,642726000.0,38051000.0,161425000.0,518551333.3333333,4011843000.0,727285333.3333334,186422333.33333334,540854666.6666666,8.909999999999998,8.909999999999998,536796333.3333333,606872000.0,10.0,,"first,second,third"
DONEAR,3,2186797000.0,14583333.333333334,2201380333.3333335,223653666.66666666,80571333.33333333,31295333.333333332,599848333.3333334,2067412000.0,133968333.33333333,33086000.0,100861333.33333333,1.9400000000000002,1.9400000000000002,100372666.66666667,104000000.0,2.0,,"first,second,third"
DPABHUSHAN,3,8645180666.666666,3835666.6666666665,8649016333.333334,70608000.0,34692000.0,17794000.0,156072000.0,8261033666.666667,387982666.6666667,96172000.0,291810666.6666667,13.026666666666666,13.020000000000001,291298333.3333333,224922333.33333334,10.0,,"first,second,third"
DPSCLTD,3,1652456666.6666667,73407666.66666667,1725864333.3333333,147172666.66666666,69471666.66666667,88406000.0,183537666.66666666,1701224000.0,24640333.333333332,13815333.333333334,29653000.0,0.02,0.02,330754666.6666667,973790000.0,1.0,,"first,second,third"
DPWIRES,3,1608621666.6666667,23638666.666666668,1632260333.3333333,16067666.666666666,3062666.6666666665,9444666.666666666,103445000.0,1551817000.0,80443333.33333333,19884666.666666668,60558666.666666664,3.91,3.91,60635666.666666664,155004000.0,10.0,,"first,second,third"
DRCSYSTEMS,3,161493333.33333334,770000.0,162263333.33333334,48920000.0,123333.33333333333,9500000.0,63500000.0,122043333.33333333,40220000.0,5046666.666666667,35553333.333333336,0.27,0.26333333333333336,35553333.333333336,132543333.33333333,1.0,,"first,second,third"
DREAMFOLKS,3,3259070000.0,14886666.666666666,3273956666.6666665,109336666.66666667,5126666.666666667,9383333.333333334,44320000.0,3043806666.6666665,230150000.0,63086666.666666664,167063333.33333334,3.1733333333333333,3.08,166543333.33333334,106246666.66666667,2.0,,"first,second,third"
DREDGECORP,3,2265772666.6666665,64222000.0,2329994666.6666665,256593666.66666666,121404000.0,379277666.6666667,1799059333.3333333,2556334666.6666665,-157300333.33333334,5546666.666666667,-162847000.0,-5.82,-5.82,-162847000.0,280000000.0,10.0,,"first,second,third"
DRREDDY,3,62981333333.333336,2535666666.6666665,65517000000.0,10165000000.0,420333333.3333333,3039666666.6666665,17493000000.0,49035000000.0,16482000000.0,4474000000.0,12028333333.333334,36.79333333333333,36.733333333333334,12834666666.666666,834000000.0,2.3333333333333335,,"first,second,third"
DSSL,3,3127716666.6666665,16746666.666666666,3144463333.3333335,105390333.33333333,24482000.0,14965333.333333334,34978666.666666664,2903253333.3333335,241209666.66666666,60250333.333333336,180959333.33333334,14.206666666666665,14.19,180253666.66666666,127131000.0,10.0,,"first,second,third"
DTIL,3,1293126333.3333333,7743666.666666667,1300870000.0,708575333.3333334,56437666.666666664,48870666.666666664,458308333.3333333,1265597666.6666667,87739000.0,14147000.0,73592000.0,7.006666666666667,7.006666666666667,81754666.66666667,105074000.0,10.0,,"first,second,third"
DUCON,3,1106682333.3333333,3610333.3333333335,1110292333.3333333,19890666.666666668,24709666.666666668,2143000.0,33702333.333333336,1061927666.6666666,48364666.666666664,15227666.666666666,33137000.0,0.08333333333333333,0.08333333333333333,33137000.0,303277333.3333333,1.0,,"first,second,third"
DVL,3,1089637000.0,331390666.6666667,1421027666.6666667,55955000.0,14018000.0,41201666.666666664,90060666.66666667,835696000.0,585331666.6666666,149589333.33333334,556505666.6666666,15.910000000000002,15.910000000000002,1023111666.6666666,350329000.0,10.0,,"first,second,third"
DWARKESH,3,3000109333.3333335,20739333.333333332,3020848666.6666665,273264000.0,36146000.0,123455666.66666667,249661333.33333334,3138091666.6666665,-117243000.0,-40595666.666666664,-76647333.33333333,-0.41,-0.41,-76647333.33333333,185301000.0,1.0,,"first,second,third"
DYCL,3,2313982666.6666665,16997666.666666668,2330980333.3333335,85126000.0,44117333.333333336,26748333.333333332,109369333.33333333,2147647333.3333335,183332666.66666666,45813000.0,137519666.66666666,5.816666666666666,5.816666666666666,137126333.33333334,242293000.0,10.0,,"first,second,third"
DYNAMATECH,3,3410433333.3333335,34066666.666666664,3444500000.0,779166666.6666666,142466666.66666666,173466666.66666666,662066666.6666666,3325100000.0,119400000.0,29566666.666666668,89833333.33333333,13.229999999999999,13.229999999999999,87500000.0,67900000.0,10.0,,"first,second,third"
DYNPRO,3,911439333.3333334,549666.6666666666,911989000.0,55238666.666666664,28073333.333333332,41213666.666666664,263841333.33333334,862670333.3333334,49318666.666666664,12437666.666666666,36873666.666666664,3.063333333333333,3.02,36873666.666666664,120284000.0,10.0,,"first,second,third"
E2E,3,434945666.6666667,46639000.0,481584666.6666667,57078000.0,36735000.0,136956333.33333334,26589666.666666668,330908333.3333333,150676333.33333334,37737000.0,112939333.33333333,7.53,7.196666666666666,110525000.0,11450282281000.0,10.0,,"first,second,third"
EASEMYTRIP,3,1492803333.3333333,40456666.666666664,1533260000.0,251280000.0,14130000.0,30080000.0,748693333.3333334,1097763333.3333333,435496666.6666667,119660000.0,315836666.6666667,0.14333333333333334,0.14333333333333334,328550000.0,2362720000.0,1.0,,"first,second,third"
ECLERX,3,8225263333.333333,182023333.33333334,8407286666.666667,5079686666.666667,80363333.33333333,334103333.3333333,1180570000.0,6674723333.333333,1732563333.3333333,436756666.6666667,1295806666.6666667,27.316666666666666,26.81,1217253333.3333333,474363333.3333333,10.0,,"first,second,third"
ECOSMOBLTY,3,1572988333.3333333,23372000.0,1596360333.3333333,154920333.33333334,4541333.333333333,48803666.666666664,53652333.333333336,1408088000.0,188272333.33333334,49025000.0,139247333.33333334,2.32,2.32,137940333.33333334,120000000.0,2.0,,"first,second,third"
EDELWEISS,3,17540000000.0,213000000.0,17753000000.0,2452700000.0,4913966666.666667,232000000.0,8148733333.333333,16254733333.333334,1498266666.6666667,726433333.3333334,771833333.3333334,0.8566666666666666,0.8533333333333334,972466666.6666666,912800000.0,1.0,,"first,second,third"
EDUCOMP,3,10631000.0,2198666.6666666665,12829666.666666666,5718000.0,16533333.333333334,2145000.0,89877000.0,114426000.0,-101596333.33333333,0.0,-101596333.33333333,-0.62,-0.62,-101582000.0,244934000.0,2.0,,"first,second,third"
EICHERMOT,3,45430800000.0,3081700000.0,48512500000.0,3473233333.3333335,129333333.33333333,1759866666.6666667,5875700000.0,35805533333.333336,12706966666.666666,2972066666.6666665,11240966666.666666,41.02,40.92666666666667,11242566666.666666,274066666.6666667,1.0,,"first,second,third"
EIDPARRY,3,82658300000.0,822466666.6666666,83480766666.66667,2588233333.3333335,920233333.3333334,1235633333.3333333,8536500000.0,77623466666.66667,5857300000.0,1623166666.6666667,4110333333.3333335,11.113333333333335,11.073333333333332,3598933333.3333335,177566666.66666666,1.0,,"first,second,third"
EIFFL,3,362500000.0,366666.6666666667,362866666.6666667,18133333.333333332,9500000.0,6966666.666666667,66366666.666666664,350766666.6666667,12100000.0,2033333.3333333333,10066666.666666666,0.41,0.41,10366666.666666666,248000000.0,10.0,,"first,second,third"
EIHAHOTELS,3,894431000.0,42856333.333333336,937287333.3333334,178829333.33333334,1029000.0,43511000.0,428966666.6666667,719540000.0,203769666.66666666,51862666.666666664,151907000.0,2.686666666666667,2.686666666666667,151557333.33333334,507802333.3333333,10.0,,"first,second,third"
EIHOTEL,3,6385666666.666667,326566666.6666667,6712233333.333333,1339300000.0,51666666.666666664,338300000.0,2229366666.6666665,4554866666.666667,2136566666.6666667,549033333.3333334,1694266666.6666667,2.5933333333333333,2.5933333333333333,1700866666.6666667,1250700000.0,2.0,,"first,second,third"
EIMCOELECO,3,607281333.3333334,47238333.333333336,654519666.6666666,47372000.0,1430333.3333333333,19399333.333333332,161128666.66666666,501422666.6666667,153097000.0,39650000.0,113447000.0,19.666666666666668,19.666666666666668,113447000.0,57684000.0,10.0,,"first,second,third"
EKC,3,3590300000.0,53933333.333333336,3644233333.3333335,358500000.0,50066666.666666664,103200000.0,872633333.3333334,3295233333.3333335,349000000.0,67466666.66666667,281533333.3333333,2.513333333333333,2.513333333333333,328500000.0,224400000.0,2.0,,"first,second,third"
ELDEHSG,3,324068333.3333333,29554666.666666668,353623000.0,25593666.666666668,11015333.333333334,2007000.0,51346666.666666664,269889000.0,83734000.0,22826333.333333332,60907666.666666664,6.196666666666666,6.196666666666666,61036000.0,19666000.0,2.0,,"first,second,third"
ELECON,3,4764633333.333333,138200000.0,4902833333.333333,470800000.0,26466666.666666668,138333333.33333334,1043000000.0,3771900000.0,1130933333.3333333,254366666.66666666,895400000.0,5.08,5.08,906900000.0,224400000.0,1.3333333333333333,,"first,second,third"
ELECTCAST,3,18121620666.666668,265517666.66666666,18387138333.333332,1276869333.3333333,405382666.6666667,342582333.3333333,4947083000.0,16013256333.333334,2373882000.0,614857000.0,1759025000.0,2.8433333333333333,2.8433333333333333,1730964000.0,618184000.0,1.0,,"first,second,third"
ELECTHERM,3,9847633333.333334,19633333.333333332,9867266666.666666,493533333.3333333,124466666.66666667,107433333.33333333,1787033333.3333333,9056033333.333334,854866666.6666666,0.0,855500000.0,67.15,67.15,849900000.0,127400000.0,10.0,,"first,second,third"
ELGIEQUIP,3,8391700000.0,136716666.66666666,8528416666.666667,1702460000.0,75153333.33333333,188423333.33333334,1405960000.0,7405360000.0,1123056666.6666667,310543333.3333333,827160000.0,2.6133333333333333,2.6133333333333333,871750000.0,316910000.0,1.0,,"first,second,third"
ELGIRUBCO,3,955657000.0,31101333.333333332,986758333.3333334,153891333.33333334,58636333.333333336,49424333.333333336,311851333.3333333,993523666.6666666,43806333.333333336,1606333.3333333333,42200000.0,0.8433333333333333,0.8433333333333333,42681666.666666664,50050000.0,1.0,,"first,second,third"
ELIN,3,2855990000.0,49220000.0,2905210000.0,418843333.3333333,18250000.0,57523333.333333336,209106666.66666666,2850233333.3333335,54976666.666666664,14646666.666666666,40330000.0,0.8433333333333333,0.8433333333333333,42830000.0,239630000.0,5.0,,"first,second,third"
EMAMILTD,3,8917666666.666666,139500000.0,9057166666.666666,1036100000.0,16166666.666666666,430200000.0,2529933333.3333335,6712533333.333333,2344633333.3333335,185566666.66666666,2136666666.6666667,4.923333333333333,4.923333333333333,2108966666.6666667,436500000.0,1.0,,"first,second,third"
EMAMIPAP,3,4843633333.333333,9033333.333333334,4852666666.666667,222400000.0,150466666.66666666,128800000.0,880433333.3333334,4754733333.333333,97933333.33333333,24300000.0,73633333.33333333,1.0133333333333334,0.88,122600000.0,121000000.0,2.0,,"first,second,third"
EMAMIREAL,3,228833333.33333334,131233333.33333333,360066666.6666667,42966666.666666664,281500000.0,3366666.6666666665,354100000.0,566666666.6666666,-206600000.0,-51366666.666666664,-155200000.0,-4.1,-4.1,-155200000.0,75700000.0,2.0,,"first,second,third"
EMBDL,3,969200000.0,116633333.33333333,1085833333.3333333,123133333.33333333,64333333.333333336,10800000.0,69866666.66666667,1075666666.6666667,10166666.666666666,12666666.666666666,-2500000.0,-0.010000000000000009,-0.013333333333333327,60866666.666666664,1270700000.0,2.0,,"first,second,third"
EMCURE,3,19265840000.0,209970000.0,19475810000.0,3576423333.3333335,455863333.3333333,957636666.6666666,4601790000.0,17106690000.0,2369120000.0,668353333.3333334,1700766666.6666667,8.799999999999999,8.799999999999999,1710990000.0,1865606666.6666667,10.0,,"first,second,third"
EMIL,3,17486236666.666668,23410000.0,17509646666.666668,326786666.6666667,270070000.0,304093333.3333333,1034686666.6666666,16938216666.666666,571430000.0,142816666.66666666,428613333.3333333,1.1133333333333333,1.1133333333333333,432116666.6666667,3847490000.0,10.0,,"first,second,third"
EMKAY,3,887242000.0,72134333.33333333,959376333.3333334,427269666.6666667,17579666.666666668,27842333.333333332,202498000.0,760083333.3333334,199293000.0,37605000.0,161152000.0,6.523333333333333,6.283333333333332,158422333.33333334,248559000.0,10.0,,"first,second,third"
EMMBI,3,1098927333.3333333,568333.3333333334,1099495666.6666667,46341333.333333336,44279000.0,29203333.333333332,338585000.0,1077098666.6666667,22397000.0,5811666.666666667,16585333.333333334,0.9333333333333332,0.8833333333333333,16585333.333333334,179514000.0,10.0,,"first,second,third"
EMSLIMITED,3,2283463000.0,23057666.666666668,2306520666.6666665,76304000.0,10346666.666666666,23672333.333333332,43600666.666666664,1684483666.6666667,622037000.0,163996000.0,458041000.0,8.236666666666666,8.236666666666666,457745333.3333333,555308000.0,10.0,,"first,second,third"
EMUDHRA,3,648448000.0,20905666.666666668,669353666.6666666,170693666.66666666,1698333.3333333333,44104000.0,87721333.33333333,546306666.6666666,123047000.0,30736666.666666668,92310333.33333333,1.1199999999999999,1.1033333333333333,92049666.66666667,410972666.6666667,5.0,,"first,second,third"
ENDURANCE,3,28657750000.0,274453333.3333333,28932203333.333332,2478583333.3333335,114416666.66666667,1320993333.3333333,5946546666.666667,26331086666.666668,2601116666.6666665,630383333.3333334,1970733333.3333333,14.01,14.01,1813953333.3333333,1406630000.0,10.0,,"first,second,third"
ENERGYDEV,3,99809000.0,3538333.3333333335,103347333.33333333,9842333.333333334,24233666.666666668,25735666.666666668,25993333.333333332,85805000.0,-236277666.66666666,-1961000.0,-234316666.66666666,-4.933333333333333,-4.933333333333333,-234402666.66666666,475000000.0,10.0,,"first,second,third"
ENGINERSIN,3,6924527000.0,413019000.0,7337546000.0,2494175666.6666665,7187333.333333333,96252666.66666667,3726048000.0,6323663666.666667,1013882333.3333334,248558333.33333334,999871000.0,1.78,1.78,957129000.0,2810213000.0,5.0,,"first,second,third"
ENIL,3,1286464000.0,87997333.33333333,1374461333.3333333,383294666.6666667,35444000.0,205343333.33333334,739466333.3333334,1363548333.3333333,10913000.0,11637333.333333334,-724333.3333333334,-0.016666666666666646,-0.016666666666666646,306333.3333333333,476704000.0,10.0,,"first,second,third"
ENTERO,3,12522413333.333334,107376666.66666667,12629790000.0,490086666.6666667,103780000.0,73996666.66666667,286256333.3333333,12291409666.666666,338380333.3333333,85010000.0,253370333.33333334,5.3,5.293333333333333,253127000.0,434940000.0,10.0,,"first,second,third"
EPACK,3,5092070000.0,52464333.333333336,5144534333.333333,171258333.33333334,133983333.33333333,116765000.0,312110000.0,5058115666.666667,86418666.66666667,22268333.333333332,58083666.666666664,0.6033333333333334,0.6033333333333334,57534333.333333336,959113666.6666666,10.0,,"first,second,third"
EPIGRAL,3,6408333333.333333,39366666.666666664,6447700000.0,278266666.6666667,138333333.33333334,328700000.0,923700000.0,5084233333.333333,1363466666.6666667,463200000.0,902666666.6666666,21.49666666666667,21.49666666666667,901466666.6666666,420800000.0,10.0,,"first,second,third"
EPL,3,8100666666.666667,154000000.0,8254666666.666667,1517333333.3333333,205000000.0,660666666.6666666,1578333333.3333333,7362333333.333333,892333333.3333334,149333333.33333334,736666666.6666666,2.29,2.283333333333333,773000000.0,637333333.3333334,2.0,,"first,second,third"
EQUIPPP,3,4769666.666666667,88666.66666666667,4858333.333333333,2603000.0,1407000.0,653333.3333333334,2641666.6666666665,8138333.333333333,-3280000.0,0.0,-3280000.0,-0.03333333333333333,1.1564823173178713e-18,-3280000.0,103095000.0,1.0,,"first,second,third"
EQUITASBNK,3,,2286813333.3333335,17845995000.0,,,,,,,135396000.0,,,,,11379634666.666666,10.0,,"first,second,third"
ERIS,3,6410300000.0,53833333.333333336,6464133333.333333,1182576666.6666667,576023333.3333334,690760000.0,1462243333.3333333,5557156666.666667,906976666.6666666,239233333.33333334,667743333.3333334,4.71,4.703333333333333,663510000.0,145136666.66666666,1.0,,"first,second,third"
EROSMEDIA,3,270166666.6666667,215866666.66666666,486033333.3333333,100966666.66666667,83033333.33333333,12200000.0,424666666.6666667,910733333.3333334,-424700000.0,8133333.333333333,-432833333.3333333,-1.2666666666666666,-1.2666666666666666,-386000000.0,959100000.0,4.0,,"first,second,third"
ESABINDIA,3,3352500000.0,19100000.0,3371600000.0,293533333.3333333,1100000.0,36666666.666666664,469600000.0,2794300000.0,577300000.0,150666666.66666666,426633333.3333333,27.72,27.72,426633333.3333333,153900000.0,10.0,,"first,second,third"
ESAFSFB,3,,1079066666.6666667,10975100000.0,,,,,,,-379766666.6666667,,,,,5149100000.0,10.0,,"first,second,third"
ESCORTS,3,25821533333.333332,1107833333.3333333,26929366666.666668,1911266666.6666667,51666666.666666664,562366666.6666666,2673700000.0,23359700000.0,3569666666.6666665,567433333.3333334,3126600000.0,27.560000000000002,27.540000000000003,3122700000.0,1114200000.0,10.0,,"first,second,third"
ESSARSHPNG,3,511400000.0,593766666.6666666,1105166666.6666667,38400000.0,265566666.66666666,1900000.0,551433333.3333334,857300000.0,2146000000.0,0.0,2157700000.0,1.2733333333333332,1.2733333333333332,2157233333.3333335,2069800000.0,10.0,,"first,second,third"
ESSENTIA,3,1139309000.0,13244666.666666666,1152553666.6666667,1975666.6666666667,2858666.6666666665,9440000.0,11542000.0,1134424333.3333333,18129333.333333332,5023333.333333333,13412666.666666666,0.013333333333333334,0.013333333333333334,13473000.0,1016482333.3333334,1.0,,"first,second,third"
ESTER,3,3099368000.0,53254666.666666664,3152622666.6666665,168614666.66666666,144333000.0,151006333.33333334,602380000.0,3052447666.6666665,100175000.0,32326666.666666668,67848333.33333333,0.7233333333333333,0.7233333333333333,56825333.333333336,470062666.6666667,5.0,,"first,second,third"
ETHOSLTD,3,3134365000.0,60897666.666666664,3195262666.6666665,213374666.66666666,47467666.666666664,153556000.0,239682333.33333334,2860524666.6666665,334738000.0,87944333.33333333,245128666.66666666,10.016666666666667,10.016666666666667,245128666.66666666,244804000.0,10.0,,"first,second,third"
EVEREADY,3,3484933333.3333335,3966666.6666666665,3488900000.0,426266666.6666667,66266666.666666664,72366666.66666667,731700000.0,3201033333.3333335,287866666.6666667,47800000.0,240066666.66666666,3.3033333333333332,3.3033333333333332,238900000.0,363400000.0,5.0,,"first,second,third"
EVERESTIND,3,4233961000.0,27112000.0,4261073000.0,420267333.3333333,54216000.0,90763666.66666667,1217803666.6666667,4313622000.0,-39751333.333333336,-2274666.6666666665,-37476666.666666664,-2.3666666666666663,-2.393333333333333,-36591333.333333336,158114333.33333334,10.0,,"first,second,third"
EXCELINDUS,3,2434085000.0,81006333.33333333,2515091333.3333335,296647666.6666667,7030000.0,84121333.33333333,568955333.3333334,2191227333.3333335,323864000.0,79308000.0,244556000.0,19.453333333333333,19.453333333333333,639960666.6666666,62853000.0,5.0,,"first,second,third"
EXCEL,3,32271000.0,13035000.0,45306000.0,2672000.0,4000.0,503333.3333333333,1747333.3333333333,36636333.333333336,8669666.666666666,-10666.666666666666,8680333.333333334,0.01,0.01,10858333.333333334,1410695000.0,1.0,,"first,second,third"
EXICOM,3,2006921666.6666667,92756666.66666667,2099678333.3333333,356116666.6666667,94428333.33333333,74758333.33333333,351865000.0,2245948000.0,-146269666.66666666,12937333.333333334,-159207000.0,-1.3166666666666667,-1.3166666666666667,-164217666.66666666,1208245000.0,10.0,,"first,second,third"
EXIDEIND,3,43008100000.0,230900000.0,43239000000.0,3248700000.0,393900000.0,1449000000.0,6321733333.333333,40284033333.333336,2954966666.6666665,912833333.3333334,2041966666.6666667,2.3833333333333333,2.3833333333333333,1700300000.0,850000000.0,1.0,,"first,second,third"
EXPLEOSOL,3,2563333333.3333335,59120000.0,2622453333.3333335,1489926666.6666667,7933333.333333333,104186666.66666667,655466666.6666666,2276730000.0,345723333.3333333,81833333.33333333,263890000.0,17.003333333333334,17.003333333333334,262246666.66666666,155200000.0,10.0,,"first,second,third"
EXXARO,3,697438000.0,2314333.3333333335,699752333.3333334,67798666.66666667,30342000.0,23882666.666666668,330711000.0,708332000.0,-10246333.333333334,1845666.6666666667,-12092000.0,-0.35333333333333333,-0.35333333333333333,-11008000.0,447411000.0,7.0,,"first,second,third"
FACT,3,9992100000.0,521800000.0,10513900000.0,737100000.0,617366666.6666666,79366666.66666667,1876700000.0,10655466666.666666,-114066666.66666667,-15766666.666666666,-98300000.0,0.3466666666666667,0.3466666666666667,-5133333.333333333,6470700000.0,10.0,,"first,second,third"
