Symbol,QuartersAvailable,Avg_RevenueFromOperations,Avg_OtherIncome,Avg_Income,Avg_EmployeeBenefitExpense,Avg_FinanceCosts,Avg_DepreciationDepletionAndAmortisationExpense,Avg_OtherExpenses,Avg_Expenses,Avg_ProfitBeforeTax,Avg_TaxExpense,Avg_ProfitLossForPeriod,Avg_BasicEarningsLossPerShareFromContinuingOperations,Avg_DilutedEarningsLossPerShareFromContinuingOperations,Avg_ComprehensiveIncomeForThePeriod,Avg_PaidUpValueOfEquityShareCapital,Avg_FaceValueOfEquityShareCapital,Avg_DilutedEarningsLossPerShare,AvailableQuarters
FAIRCHEMOR,3,1390392333.3333333,3649333.3333333335,1394041666.6666667,60404666.666666664,9187666.666666666,26313000.0,177651666.66666666,1298014666.6666667,96027000.0,24758333.333333332,71268666.66666667,5.473333333333334,5.473333333333334,71143666.66666667,130209000.0,10.0,,"first,second,third"
FAZE3Q,3,1597966666.6666667,13700000.0,1611666666.6666667,246266666.66666666,34900000.0,60566666.666666664,379200000.0,1507133333.3333333,104533333.33333333,27100000.0,77433333.33333333,3.186666666666667,3.186666666666667,75633333.33333333,243200000.0,10.0,,"first,second,third"
FCL,3,1378491333.3333333,55869333.333333336,1434360666.6666667,59233666.666666664,2219333.3333333335,24034000.0,128718000.0,1051615333.3333334,382745333.3333333,85821666.66666667,296923666.6666667,2.5966666666666667,2.5966666666666667,296352333.3333333,229491666.66666666,2.0,,"first,second,third"
FCONSUMER,3,1084092333.3333333,89396000.0,1173488333.3333333,58680666.666666664,150205666.66666666,39638333.333333336,112270333.33333333,1278293666.6666667,-93195333.33333333,-420333.3333333333,-93056333.33333333,0.006666666666666665,0.006666666666666665,-92974000.0,11982208000.0,6.0,,"first,second,third"
FCSSOFT,3,92448666.66666667,20477333.333333332,112925666.66666667,50955666.666666664,14008666.666666666,5734666.666666667,27342666.666666668,98041666.66666667,14881333.333333334,2500000.0,12402000.0,0.01,0.01,35913333.333333336,1709553000.0,1.0,,"first,second,third"
FDC,3,5387437000.0,273215666.6666667,5660652666.666667,1202538000.0,11058000.0,127234333.33333333,1390337333.3333333,4647622000.0,1013030666.6666666,252641333.33333334,760389333.3333334,4.673333333333333,3.1966666666666668,768300333.3333334,162810000.0,1.0,,"first,second,third"
FEDERALBNK,3,,9589433333.333334,79583200000.0,,,,,,,3536866666.6666665,,,,,4902933333.333333,2.0,,"first,second,third"
FEDFINA,3,5077800000.0,99266666.66666667,5177066666.666667,947533333.3333334,2126366666.6666667,118666666.66666667,598200000.0,4493433333.333333,683633333.3333334,171833333.33333334,511800000.0,1.38,1.3699999999999999,619500000.0,3717933333.3333335,10.0,,"first,second,third"
FIBERWEB,3,248436000.0,6299666.666666667,254735666.66666666,10257666.666666666,1608333.3333333333,10417333.333333334,60420333.333333336,214367333.33333334,40368333.333333336,7067666.666666667,33300666.666666668,1.1566666666666665,1.1566666666666665,33300666.666666668,287915333.3333333,6.666666666666667,,"first,second,third"
FIEMIND,3,5943958000.0,35982333.333333336,5979940333.333333,837813333.3333334,3849000.0,158448666.66666666,624627000.0,5316815000.0,663125333.3333334,176182000.0,486911333.3333333,18.5,18.5,483621000.0,263197000.0,10.0,,"first,second,third"
FILATEX,3,10573766666.666666,32800000.0,10606566666.666666,279866666.6666667,43800000.0,181800000.0,955933333.3333334,10192933333.333334,413633333.3333333,104433333.33333333,309200000.0,0.6966666666666667,0.6966666666666667,309600000.0,443900000.0,1.0,,"first,second,third"
FILATFASH,3,396488000.0,2181000.0,398669000.0,8903000.0,4477666.666666667,2349666.6666666665,10524333.333333334,364017666.6666667,34651333.333333336,8997333.333333334,25654000.0,0.0033333333333333335,0.0033333333333333335,25654000.0,8334073000.0,2.3333333333333335,,"first,second,third"
FINCABLES,3,12414366666.666666,475533333.3333333,12889900000.0,468866666.6666667,3900000.0,113966666.66666667,700933333.3333334,11319000000.0,1588700000.0,370533333.3333333,1292166666.6666667,8.450000000000001,8.450000000000001,1257433333.3333333,305900000.0,2.0,,"first,second,third"
FINEORG,3,5529077333.333333,251554333.33333334,5780631666.666667,326275666.6666667,4904666.666666667,123809000.0,698350000.0,4359901666.666667,1420730000.0,372872000.0,1044599333.3333334,34.07,34.07,1042428333.3333334,102200000.0,3.3333333333333335,,"first,second,third"
FINOPB,3,,4037266666.6666665,4512033333.333333,,,,,,,33733333.333333336,,,,,832100000.0,10.0,,"first,second,third"
FINPIPE,3,9900533333.333334,619800000.0,10520333333.333334,570100000.0,78200000.0,266066666.66666666,1967700000.0,9242633333.333334,2667666666.6666665,615400000.0,2118066666.6666667,3.4266666666666663,3.4266666666666663,3207566666.6666665,1236700000.0,2.0,,"first,second,third"
FIRSTCRY,3,14225310000.0,366406666.6666667,14591716666.666666,1411050000.0,306333333.3333333,761173333.3333334,3374590000.0,14774686666.666666,-225653333.33333334,110153333.33333333,-335806666.6666667,-0.5466666666666667,-0.55,-335073333.3333333,936830666.6666666,2.0,,"first,second,third"
FIVESTAR,3,6985227333.333333,35686333.333333336,7020913666.666667,1256183333.3333333,1642255666.6666667,71283000.0,307478333.3333333,3489173000.0,3531740666.6666665,887187333.3333334,2644553333.3333335,9.04,8.983333333333333,2639984000.0,29278820666666.668,1.0,,"first,second,third"
FLAIR,3,2606050666.6666665,55236666.666666664,2661287000.0,413622666.6666667,13738333.333333334,108194333.33333333,469452333.3333333,2268207000.0,393079666.6666667,98930000.0,294150000.0,2.8066666666666666,2.8066666666666666,294576333.3333333,526977000.0,5.0,,"first,second,third"
FLEXITUFF,3,759980333.3333334,559220333.3333334,1319200666.6666667,211837666.66666666,166753000.0,72391000.0,326915333.3333333,1263384333.3333333,1314490666.6666667,484247000.0,830243666.6666666,27.05666666666667,25.113333333333333,827272666.6666666,321165666.6666667,10.0,,"first,second,third"
FLUOROCHEM,3,11706666666.666666,106666666.66666667,11813333333.333334,1093333333.3333333,403333333.3333333,886666666.6666666,4193333333.3333335,10160000000.0,1653333333.3333333,470000000.0,1183333333.3333333,10.756666666666668,7.093333333333334,1203333333.3333333,110000000.0,1.0,,"first,second,third"
FMGOETZE,3,4440748666.666667,113233666.66666667,4553982333.333333,984723333.3333334,12413666.666666666,211963000.0,1153276000.0,4068444666.6666665,485537666.6666667,135286000.0,350251666.6666667,6.046666666666667,6.046666666666667,350251666.6666667,556321000.0,10.0,,"first,second,third"
FMNL,3,255993666.66666666,16793666.666666668,272787333.3333333,28225333.333333332,32342000.0,34624000.0,102585333.33333333,202666000.0,324892000.0,12338000.0,314577666.6666667,5.516666666666667,5.376666666666666,314577666.6666667,585777333.3333334,10.0,,"first,second,third"
FOCUS,3,378721333.3333333,28221666.666666668,406942666.6666667,55577000.0,1862000.0,17760666.666666668,62223666.666666664,349805666.6666667,57137000.0,14268666.666666666,42868666.666666664,0.6466666666666666,0.6366666666666667,42868666.666666664,132783666.66666667,2.0,,"first,second,third"
FOODSIN,3,2018032333.3333333,32577666.666666668,2050610000.0,121899666.66666667,142459666.66666666,51098000.0,443344000.0,1983203333.3333333,67406666.66666667,3607333.3333333335,63306333.333333336,0.9266666666666666,0.9199999999999999,63004666.666666664,73077333.33333333,1.0,,"first,second,third"
FORCEMOT,3,19052400000.0,128100000.0,19180500000.0,1334633333.3333333,62033333.333333336,694533333.3333334,1073000000.0,17264033333.333332,1916466666.6666667,681100000.0,1220400000.0,92.59666666666665,92.59666666666665,1240133333.3333333,131800000.0,10.0,,"first,second,third"
FORTIS,3,19251833333.333332,157133333.33333334,19408966666.666668,2933166666.6666665,389500000.0,944600000.0,7919866666.666667,16744366666.666666,2545366666.6666665,497100000.0,2071200000.0,2.606666666666667,2.606666666666667,2069600000.0,7549600000.0,10.0,,"first,second,third"
FOSECOIND,3,1294382666.6666667,39607666.666666664,1333990333.3333333,124426333.33333333,376333.3333333333,23670666.666666668,237563000.0,1093870666.6666667,240119666.66666666,61852000.0,178267666.66666666,27.909999999999997,27.909999999999997,177993000.0,63865000.0,10.0,,"first,second,third"
FSL,3,19396186666.666668,-9950000.0,19386236666.666668,12147600000.0,350840000.0,788123333.3333334,4332576666.666667,17619140000.0,1796460000.0,350576666.6666667,1445883333.3333333,2.103333333333333,2.0500000000000003,1652116666.6666667,6969910000.0,10.0,,"first,second,third"
FUSION,3,6178933333.333333,130733333.33333333,6309666666.666667,1423466666.6666667,2214800000.0,28033333.333333332,488833333.3333333,9537833333.333334,-3228166666.6666665,305100000.0,-3533266666.6666665,-35.10333333333333,-35.1,-3527000000.0,1006500000.0,10.0,,"first,second,third"
GABRIEL,3,9967430000.0,68626666.66666667,10036056666.666666,632796666.6666666,24003333.333333332,191816666.66666666,1003390000.0,9246886666.666666,789170000.0,187103333.33333334,602066666.6666666,4.19,4.19,598780000.0,143640000.0,1.0,,"first,second,third"
GAEL,3,11153200000.0,191866666.66666666,11345066666.666666,311100000.0,35100000.0,313200000.0,1759233333.3333333,10372533333.333334,972533333.3333334,247933333.33333334,724600000.0,1.58,1.58,724466666.6666666,458700000.0,1.0,,"first,second,third"
GAIL,3,345869933333.3333,4156433333.3333335,350026366666.6667,5478700000.0,1878433333.3333333,9687833333.333334,20994166666.666668,318886200000.0,39273600000.0,9572733333.333334,32468000000.0,4.94,4.94,29763466666.666668,65751033333.333336,10.0,,"first,second,third"
GALAPREC,3,541746666.6666666,9613333.333333334,551360000.0,72116666.66666667,9616666.666666666,19736666.666666668,156866666.66666666,477876666.6666667,72826666.66666667,16756666.666666666,56070000.0,5.326666666666667,5.223333333333334,56433333.333333336,118182000.0,10.0,,"first,second,third"
GALAXYSURF,3,9273933333.333334,45566666.666666664,9319500000.0,646033333.3333334,41600000.0,238633333.33333334,1264900000.0,8556700000.0,762800000.0,146666666.66666666,616133333.3333334,17.38,17.38,707300000.0,354500000.0,10.0,,"first,second,third"
GALLANTT,3,10735278000.0,13297666.666666666,10748575666.666666,294003333.3333333,55146333.333333336,297257666.6666667,867714333.3333334,9383306666.666666,1365269000.0,417152000.0,948117000.0,3.9299999999999997,3.9299999999999997,950695666.6666666,2412809000.0,10.0,,"first,second,third"
GANDHAR,3,9783995666.666666,31535666.666666668,9815531333.333334,113361000.0,116274666.66666667,63538666.666666664,460137333.3333333,9490266000.0,325265333.3333333,87516666.66666667,237369000.0,2.43,2.43,221055333.33333334,195740000.0,2.0,,"first,second,third"
GANDHITUBE,3,430673666.6666667,32156000.0,462829666.6666667,21834666.666666668,221333.33333333334,8378666.666666667,82342000.0,264708666.66666666,198121000.0,42368666.666666664,155752333.33333334,12.816666666666668,12.816666666666668,154954000.0,60760000.0,5.0,,"first,second,third"
GANECOS,3,3737201000.0,44036333.333333336,3781237333.3333335,217383333.33333334,94789333.33333333,137475333.33333334,644093000.0,3437886333.3333335,343351000.0,78803000.0,264548000.0,10.453333333333333,10.453333333333333,264961000.0,253470000.0,10.0,,"first,second,third"
GANESHBE,3,914590000.0,42136666.666666664,956726666.6666666,70816666.66666667,15370000.0,55496666.666666664,301253333.3333333,729833333.3333334,226893333.33333334,55966666.666666664,170926666.66666666,2.373333333333333,2.373333333333333,168586666.66666666,71990000.0,1.0,,"first,second,third"
GANESHHOUC,3,2361241000.0,86783666.66666667,2448024666.6666665,48959333.333333336,9636000.0,18574000.0,44459333.333333336,513883333.3333333,1934141333.3333333,490275333.3333333,1443866000.0,17.316666666666666,17.316666666666666,1443866000.0,833871000.0,10.0,,"first,second,third"
GANGAFORGE,3,105623666.66666667,2181666.6666666665,107805333.33333333,5276000.0,2465666.6666666665,2623666.6666666665,23677333.333333332,105136333.33333333,2669000.0,191000.0,2478000.0,0.016666666666666666,0.016666666666666666,2478000.0,134802000.0,1.0,,"first,second,third"
GANGESSECU,3,120556000.0,743000.0,121299000.0,54661000.0,25000.0,1912666.6666666667,22113333.333333332,81600666.66666667,39698333.333333336,8397000.0,31301333.333333332,3.1300000000000003,3.1300000000000003,421478333.3333333,100037000.0,10.0,,"first,second,third"
GANGOTRI,3,0.0,0.0,0.0,0.0,0.0,0.0,200666.66666666666,200666.66666666666,-200666.66666666666,0.0,-200666.66666666666,0.0,0.0,-200666.66666666666,1067273000.0,5.0,,"first,second,third"
GARFIBRES,3,3691872333.3333335,97030666.66666667,3788903000.0,539885333.3333334,56391000.0,70073333.33333333,1398384666.6666667,3083328666.6666665,705575000.0,170607000.0,534864333.3333333,26.83,26.83,670370000.0,198532000.0,10.0,,"first,second,third"
GATECHDVR,3,29384000.0,984333.3333333334,30368333.333333332,10051666.666666666,1042333.3333333334,2464333.3333333335,5156666.666666667,22234000.0,8134333.333333333,217333.33333333334,7917000.0,0.016666666666666666,0.016666666666666666,7917000.0,665660666.6666666,1.0,,"first,second,third"
GATECH,3,29384000.0,984333.3333333334,30368333.333333332,10051666.666666666,1042333.3333333334,2464333.3333333335,5156666.666666667,22234000.0,8134333.333333333,217333.33333333334,7917000.0,0.016666666666666666,0.016666666666666666,7917000.0,665660666.6666666,1.0,,"first,second,third"
GATEWAY,3,3797762666.6666665,82414666.66666667,3880177333.3333335,198955000.0,107045333.33333333,254415333.33333334,2671196000.0,3241042333.3333335,1941692333.3333333,27210666.666666668,1916731333.3333333,3.8299999999999996,3.8299999999999996,1917017666.6666667,4996438000.0,10.0,,"first,second,third"
GAYAHWS,3,15034000.0,64565333.333333336,79599333.33333333,101333.33333333333,37732666.666666664,173666.66666666666,23741000.0,61748666.666666664,17850666.666666668,0.0,-727813333.3333334,-0.08333333333333333,-0.08333333333333333,-727813333.3333334,479304000.0,2.0,,"first,second,third"
GEECEE,3,389857333.3333333,635333.3333333334,390492666.6666667,14011333.333333334,1592666.6666666667,5242000.0,22215666.666666668,215773000.0,174719666.66666666,36056333.333333336,138663333.33333334,6.63,6.63,445643333.3333333,209117000.0,10.0,,"first,second,third"
GEEKAYWIRE,3,1114299333.3333333,115677333.33333333,1229976666.6666667,47174333.333333336,19058333.333333332,17683666.666666668,100554333.33333333,1100818000.0,129158666.66666667,32987333.333333332,96171333.33333333,1.8399999999999999,1.8399999999999999,96171333.33333333,104520000.0,4.666666666666667,,"first,second,third"
GENCON,3,650735000.0,4827333.333333333,655562333.3333334,13689000.0,33463333.333333332,26325000.0,42896666.666666664,626889666.6666666,28672666.666666668,8909666.666666666,19763000.0,0.4366666666666667,0.41,19763000.0,278347666.6666667,5.0,,"first,second,third"
GENESYS,3,722891000.0,14161333.333333334,737052333.3333334,150715666.66666666,18994666.666666668,132475666.66666667,66541666.666666664,566521000.0,170531333.33333334,46843666.666666664,123687666.66666667,3.1199999999999997,3.09,129319000.0,198255333.33333334,5.0,,"first,second,third"
GENSOL,3,3287166666.6666665,8666666.666666666,3295833333.3333335,220600000.0,505166666.6666667,133000000.0,129733333.33333333,3070033333.3333335,225800000.0,39333333.333333336,186466666.66666666,5.873333333333334,5.84,185133333.33333334,379566666.6666667,10.0,,"first,second,third"
GENUSPAPER,3,2116793666.6666667,5236666.666666667,2122030333.3333333,77104333.33333333,94757666.66666667,71762000.0,339732000.0,2113947333.3333333,8083000.0,-1743000.0,9826000.0,0.03666666666666667,0.03666666666666667,9826000.0,257126000.0,1.0,,"first,second,third"
GENUSPOWER,3,5017465666.666667,342900666.6666667,5360366333.333333,617024000.0,253636000.0,63450666.666666664,823422333.3333334,4543295333.333333,817071000.0,214169333.33333334,626901000.0,2.2666666666666666,2.2533333333333334,624175666.6666666,303822333.3333333,1.0,,"first,second,third"
GEOJITFSL,3,1848521333.3333333,2987666.6666666665,1851509000.0,615898333.3333334,85886333.33333333,73495333.33333333,227964333.33333334,1265467000.0,586042000.0,147707666.66666666,442037333.3333333,1.7700000000000002,1.7633333333333334,441952333.3333333,252437666.66666666,1.0,,"first,second,third"
GEPIL,3,3214533333.3333335,300600000.0,3515133333.3333335,772733333.3333334,85333333.33333333,40533333.333333336,481733333.3333333,3494233333.3333335,20900000.0,0.0,129183333.33333333,0.4633333333333334,0.4633333333333334,125550000.0,672300000.0,10.0,,"first,second,third"
GESHIP,3,10142566666.666666,2491366666.6666665,12633933333.333334,1578000000.0,443000000.0,1310166666.6666667,2698600000.0,6029766666.666667,6604166666.666667,231300000.0,6372866666.666667,44.63666666666666,44.54666666666666,6343733333.333333,1427700000.0,10.0,,"first,second,third"
GFLLIMITED,3,8269666.666666667,829666.6666666666,9099333.333333334,1642333.3333333333,0.0,54666.666666666664,1875333.3333333333,3572333.3333333335,5527000.0,100540666.66666667,-190995666.66666666,-1.7366666666666666,-1.7366666666666666,-190905333.33333334,109900000.0,1.0,,"first,second,third"
GFSTEELS,3,0.0,0.0,0.0,58000.0,958333.3333333334,0.0,726333.3333333334,1742666.6666666667,-1742666.6666666667,0.0,-1742666.6666666667,-0.05666666666666667,-0.05666666666666667,-1742666.6666666667,1014414480000.0,4.0,,"first,second,third"
GHCLTEXTIL,3,2925166666.6666665,18300000.0,2943466666.6666665,187533333.33333334,6900000.0,127066666.66666667,479000000.0,2795966666.6666665,147500000.0,8266666.666666667,139233333.33333334,1.4566666666666668,1.4566666666666668,142833333.33333334,191200000.0,2.0,,"first,second,third"
