symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_finance_costs,avg_depreciation_depletion_amortisation_expense,avg_other_expenses,avg_profit_before_tax,avg_tax_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_diluted_earnings_per_share,avg_comprehensive_income,avg_paid_up_equity_share_capital,avg_face_value_equity_share_capital,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,avg_high,avg_low,year_start_price,year_end_price,avg_daily_return,avg_vwap_distance,avg_volume_spike,yearly_momentum_score,liquidity_score,stability_score,trend_strength
AEROFLEX,Aeroflex Industries Limited,INE024001021,Iron & Steel Products,Capital Goods,Industrials,Iron & Steel Products,2023-08-31,2.0,129320370,Small,Unknown,948454333.3333334,8041333.333333333,956495666.6666666,86773666.66666667,751666.6666666666,24392333.33333333,94134000.0,183416000.0,45830333.333333336,137585666.66666666,1.0666666667,1.0666666667,137603000.0,258641000.0,2.0,179.72,179.32,1496680,29.4927,19.49,0.5996,184.47,175.28,138.2,165.14,0.001314,-0.003844,1.043737,0.3246,9.8413,3.7568,0.0405
AETHER,Aether Industries Limited,INE0BWX01014,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2022-06-03,10.0,132590241,Mid,IN-Mi,1994976666.6666667,121910000.0,2116886666.6666667,106873333.33333331,26003333.33333333,106693333.33333331,271620000.0,497496666.6666667,137090000.0,360406666.6666667,2.72,2.72,359140000.0,1325636666.6666667,10.0,867.6,867.18,102384,51.9265,-1.39,0.1137,882.49,853.4,836.55,824.95,0.000144,-0.000483,1.060186,0.0355,9.8413,5.3633,0.0162
AFCONS,Afcons Infrastructure Limited,INE101I01011,Civil Construction,Construction,Industrials,Civil Construction,2024-11-04,10.0,367784631,Mid,IN-S,30853950000.0,1255300000.0,32109250000.0,3534650000.0,1662800000.0,1184200000.0,2940400000.0,1952550000.0,531150000.0,1421400000.0,4.01,4.01,1177200000.0,3542600000.0,10.0,482.81,482.33,2909263,36.2511,-9.7,-0.2853,494.4,472.56,474.2,428.2,-0.000523,-0.001831,1.166981,-0.0565,4.3254,4.5814,0.0
AFFLE,Affle (India) Limited,INE00WC01027,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2019-08-08,2.0,140496310,Large,IN-S,4166616666.6666665,236596666.66666663,4403213333.333333,430500000.0,25410000.0,154810000.0,2927993333.333333,864500000.0,171696666.66666666,692803333.3333334,4.9433333333,4.9333333333,707843333.3333334,280466666.6666667,2.0,1480.5,1480.09,438021,195.4032,40.78,1.1079,1509.7,1451.77,1066.6,1501.55,0.001667,-0.000877,1.025418,0.4118,9.8413,5.0947,0.0121
AFFORDABLE,Affordable Robotic & Automation Limited,INE692Z01013,Industrial Products,Capital Goods,Industrials,Industrial Products,2024-10-23,10.0,11246266,Small,Unknown,390710500.0,2788000.0,347433000.0,104892500.0,15393500.0,3164000.0,73070000.0,-69727000.0,0.0,-16604000.0,-1.48,-1.48,-16604000.0,112463000.0,10.0,563.95,558.16,21336,112.4175,-46.94,-3.0397,576.89,543.59,731.2,387.95,-0.005097,0.00033,1.025525,-0.5913,0.9906,2.6002,0.1897
AGARIND,Agarwal Industrial Corporation Limited,INE204E01012,Petrochemicals,Chemicals,Commodities,Petrochemicals,2014-05-26,10.0,14957789,Small,Unknown,5251624000.0,19493333.33333333,5271117333.333333,29200000.0,69661333.33333333,118690666.66666669,784191000.0,326559333.3333333,42732000.0,283827333.3333333,18.9733333333,18.9733333333,301837000.0,149578000.0,6.6666666667,1097.62,1095.51,53869,137.1594,21.73,0.6497,1121.83,1073.93,807.0,982.4,0.001245,-0.001903,1.043253,0.3076,5.3015,4.2889,0.0769
AGI,AGI Greenpac Limited,INE415A01038,Packaging,Capital Goods,Industrials,Packaging,2000-05-31,2.0,64697381,Mid,IN-Mi,6079966666.666667,125200000.0,6205166666.666667,534800000.0,211233333.3333333,443866666.6666667,2265866666.6666665,1002533333.3333334,249833333.3333333,752700000.0,11.6333333333,11.6333333333,751766666.6666666,129400000.0,2.0,857.04,855.81,272221,148.0612,-4.42,0.1747,878.39,836.69,804.05,768.55,0.000365,-0.001405,1.034405,0.0901,9.8413,3.5383,0.1174
AGIIL,Agi Infra Limited,INE976R01025,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2024-07-15,5.0,24433440,Small,Unknown,805321000.0,23132333.33333333,828453333.3333334,116441666.66666669,27984666.666666668,45566666.66666666,30212666.666666668,205737333.3333333,35974666.666666664,169762666.66666666,13.8966666667,13.8966666667,169762666.66666666,122167000.0,10.0,1182.1,1180.19,32045,379.4871,-9.16,0.3303,1210.5,1151.24,885.35,804.25,0.001022,0.000922,0.99778,0.189,2.3653,2.5258,0.0378
AGRITECH,Agri-Tech (India) Limited,INE449G01018,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,2014-01-28,10.0,5940000,Micro,Unknown,404666.6666666667,3000.0,407666.6666666667,478333.3333333333,1000.0,21666.6666666667,704333.3333333334,-2863333.333333333,0.0,-2863333.333333333,-0.4866666667,-0.4866666667,-2881666.6666666665,59400000.0,10.0,196.39,194.56,40616,26.8493,-33.17,-0.4752,201.13,190.95,203.05,135.69,-0.001045,-0.006304,1.100764,-0.2581,3.9972,2.646,0.1457
AGROPHOS,Agro Phos India Limited,INE740V01019,Fertilizers,Chemicals,Commodities,Fertilizers,2019-03-08,10.0,20274115,Micro,Unknown,260763333.3333333,31469333.33333333,292232666.6666667,8242666.666666667,9164666.666666666,4891000.0,62401666.66666666,21483000.0,12334666.666666666,8992000.0,0.4433333333,0.4433333333,9502666.666666666,202741000.0,10.0,41.82,41.53,105033,5.3777,-26.21,-0.4026,42.87,40.7,42.35,31.25,-0.000772,-0.005477,1.062403,-0.1908,9.8413,3.0893,0.0769
AGSTRA,AGS Transact Technologies Limited,INE583L01014,Financial Technology (Fintech),Financial Services,Financial Services,Financial Technology (Fintech),2022-01-31,10.0,124233076,Small,Unknown,3003583333.333333,107246666.66666669,3110830000.0,515480000.0,366630000.0,468490000.0,2198790000.0,-702406666.6666666,-151593333.33333334,-550813333.3333334,-4.5333333333,-4.5433333333,-528766666.6666667,1233340000.0,10.0,83.46,82.86,842848,13.4157,-33.52,-0.7432,85.42,81.04,76.8,51.06,-0.001565,-0.003975,1.01555,-0.302,7.6984,3.7249,0.171
AHLADA,Ahlada Engineers Limited,INE00PV01013,Furniture Home Furnishing,Consumer Durables,Consumer Discretionary,Furniture Home Furnishing,2021-01-28,10.0,12921000,Micro,Unknown,312094000.0,627000.0,312721000.0,28431666.666666668,14195333.333333334,26395333.33333333,38738000.0,13886000.0,4752333.333333333,9133666.666666666,0.7066666667,0.7066666667,9133666.666666666,129210000.0,10.0,96.34,95.43,75780,20.0559,-44.25,-1.0772,98.33,93.85,109.35,60.96,-0.002509,-0.006395,1.038249,-0.4616,5.5633,3.2006,0.1304
AHLUCONT,Ahluwalia Contracts (India) Limited,INE758C01029,Civil Construction,Construction,Industrials,Civil Construction,2009-12-14,2.0,66987560,Mid,IN-Mi,9609289333.333334,124483000.0,9733772333.333334,861437666.6666666,151014000.0,165225000.0,3838269333.3333335,535838000.0,141040000.0,395829666.6666667,4.3866666667,4.3866666667,394497333.3333333,133975000.0,2.0,1074.13,1068.9,107400,212.1435,-19.49,-0.3208,1093.85,1048.72,1071.4,862.55,-0.000532,-0.001163,1.019227,-0.1315,9.8413,4.5979,0.0364
AIAENG,AIA Engineering Limited,INE212H01026,Castings & Forgings,Capital Goods,Industrials,Castings & Forgings,2005-12-14,2.0,93320370,Large,IN-M,10434673000.0,798104333.3333334,11232777333.333334,463544000.0,42122000.0,250429666.66666663,2939830666.6666665,3330869000.0,768613666.6666666,2582406000.0,27.53,27.53,2547627666.6666665,187307666.66666663,2.0,3824.21,3818.84,74740,426.8257,-16.79,-0.6605,3875.48,3771.09,3808.15,3168.75,-0.00063,0.00024,1.021843,-0.1555,7.3554,7.6323,0.0445
GOLDTECH,AION-TECH SOLUTIONS LIMITED,INE805A01014,Software Products,Information Technology,Information Technology,Software Products,2001-04-11,10.0,34582066,Micro,Unknown,200326666.66666663,5730000.0,206056666.66666663,37756666.66666666,3070000.0,6163333.333333333,172163333.33333334,39020000.0,8446666.666666666,30573333.33333333,0.88,0.88,30753333.33333333,345820000.0,6.6666666667,111.35,110.05,106549,30.9809,-59.4,-0.9592,114.76,107.07,132.4,53.75,-0.003847,-0.005715,1.004092,-0.5693,5.9127,2.2262,0.25
AIRAN,Airan Limited,INE645W01026,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2019-05-03,2.0,125020000,Micro,Unknown,263948666.66666663,59133000.0,323081666.6666667,137213333.33333334,20000.0,14215333.333333334,81676000.0,89957000.0,15881333.333333334,74075666.66666667,0.5833333333,0.5833333333,73545000.0,250040000.0,2.0,29.97,29.79,448368,3.5126,-2.11,0.3185,30.8,29.09,27.5,26.92,0.000897,-0.003249,1.062783,0.1588,7.0635,2.7433,0.0056
AIROLAM,Airo Lam limited,INE801L01010,Plywood Boards/ Laminates,Consumer Durables,Consumer Discretionary,Plywood Boards/ Laminates,2021-10-13,10.0,15002000,Micro,Unknown,524809333.3333333,5744333.333333333,530553666.6666667,25222666.666666668,10854333.333333334,79079666.66666667,37526333.333333336,3443000.0,3115000.0,328000.0,0.0233333333,0.0233333333,1568666.6666666667,150020000.0,10.0,129.9,128.81,30351,18.126,-46.1,-1.1326,133.03,125.99,171.05,92.19,-0.002081,-0.003669,1.077656,-0.5141,2.987,3.139,0.0526
AJANTPHARM,Ajanta Pharma Limited,INE031B01049,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2000-05-29,2.0,124912099,Large,IN-M,11444933333.333334,263933333.3333333,11708866666.666666,2634833333.333333,30766666.666666668,344300000.0,2937600000.0,3148366666.6666665,766033333.3333334,2382333333.333333,18.99,18.98,2375533333.333333,250700000.0,2.0,2731.51,2732.24,167496,346.8962,21.14,0.7105,2786.08,2680.94,2117.75,2565.4,0.001047,0.000135,1.027281,0.2586,9.8413,4.351,0.0526
AJAXENGG,Ajax Engineering Limited,INE274Y01021,Construction Vehicles,Capital Goods,Industrials,Construction Vehicles,2025-02-17,1.0,114406800,Mid,Unknown,5481780000.0,69010000.0,5550790000.0,269920000.0,5620000.0,28260000.0,313350000.0,915720000.0,234460000.0,681260000.0,5.95,5.92,680370000.0,114410000.0,1.0,600.64,604.26,697023,13.0438,4.58,1.0445,616.5,591.04,595.4,622.65,0.001547,-0.000541,1.393447,0.0541,1.4286,5.2348,0.0286
AJMERA,Ajmera Realty & Infra India Limited,INE298G01027,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2009-06-16,10.0,39359130,Small,Unknown,1955233333.3333333,42633333.333333336,1997866666.6666667,104000000.0,213333333.3333333,6933333.333333333,0.0,446866666.6666667,106200000.0,336266666.6666667,9.2266666667,9.1666666667,336033333.3333333,370100000.0,10.0,836.85,835.28,112050,143.5014,3.06,0.3056,859.23,815.71,799.35,823.8,0.000595,-0.002557,1.073246,0.1409,9.4444,3.4118,0.038
AJOONI,Ajooni Biotech Limited,INE820Y01013,Animal Feed,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Animal Feed,2021-05-07,2.0,172243598,Micro,Unknown,284725000.0,2442000.0,287167000.0,7224000.0,925000.0,2287666.6666666665,21843000.0,8101666.666666667,2056666.6666666667,6045000.0,0.0366666667,0.0366666667,7921000.0,344487000.0,2.0,6.89,6.82,2245995,0.8799,2.2,0.3563,7.03,6.66,5.9,6.03,0.000849,-0.003473,1.032778,0.1554,7.3016,3.448,0.0383
AKASH,Akash Infra-Projects Limited,INE737W01013,Civil Construction,Construction,Industrials,Civil Construction,2019-10-11,10.0,16862534,Micro,Unknown,99701666.66666669,1912666.6666666667,101614333.33333331,9120666.666666666,9249000.0,2426000.0,16721000.0,-4528666.666666667,166666.6666666667,-4706000.0,-0.2833333333,-0.2833333333,-4808333.333333333,168625000.0,10.0,34.72,34.36,43738,4.2545,-27.98,-0.3627,35.56,33.47,36.1,26.0,-0.000773,-0.003246,1.087061,-0.1909,4.3044,2.2363,0.1053
AKG,Akg Exim Limited,INE00Y801016,Trading & Distributors,Services,Services,Trading & Distributors,2021-02-16,10.0,31776576,Micro,Unknown,345812000.0,1787000.0,347599000.0,3015666.6666666665,2817666.6666666665,398000.0,17221666.666666668,2273666.6666666665,512000.0,1761666.6666666667,0.0566666667,0.0566666667,1761666.6666666667,317766000.0,10.0,19.38,19.25,161367,2.9275,-36.09,-0.7769,19.89,18.81,19.45,12.43,-0.001406,-0.003543,1.069328,-0.3474,9.8413,2.3805,0.2105
AKI,AKI India Limited,INE642Z01026,Leather And Leather Products,Consumer Durables,Consumer Discretionary,Leather And Leather Products,2023-04-06,2.0,88532174,Micro,Unknown,181783333.3333333,11010000.0,192793333.3333333,6065000.0,4197333.333333333,4361000.0,28969666.666666668,7731333.333333333,2274666.6666666665,5456666.666666667,0.0633333333,0.0633333333,5456666.666666667,175218666.66666666,2.0,21.06,20.76,117342,3.1865,-39.58,-1.3502,21.45,20.3,21.25,12.84,-0.002484,-0.003386,1.009673,-0.4297,6.9048,3.7822,0.1098
AFIL,Akme Fintrade (India) Limited,INE916Y01019,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Non Banking Financial Company (NBFC),2024-06-26,10.0,42674996,Micro,Unknown,244748333.3333333,79000.0,244827000.0,27094333.33333333,81845000.0,1268333.3333333333,25775333.33333333,103619666.66666669,17997333.333333332,85622666.66666667,2.18,2.18,85622666.66666667,426750000.0,10.0,93.26,92.81,318340,16.4617,-25.61,-0.3651,95.88,90.69,112.87,83.96,-0.000874,-0.003592,1.058204,-0.1643,7.5,3.3258,0.1543
AKSHOPTFBR,Aksh Optifibre Limited,INE523B01011,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,2000-08-18,5.0,162697971,Micro,Unknown,323521666.6666667,3324333.333333333,326846000.0,48599000.0,26772000.0,30426000.0,62846000.0,-63700666.66666666,684333.3333333334,-64385000.0,-0.3966666667,-0.3966666667,-73952666.66666667,813490000.0,5.0,9.51,9.48,1065046,1.2213,22.27,0.9888,9.79,9.21,8.98,10.98,0.003831,-0.003377,1.083225,0.4674,4.881,2.3052,0.0738
AKSHAR,Akshar Spintex Limited,INE256Z01025,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2022-05-23,1.0,787468500,Micro,Unknown,287285333.3333333,4754333.333333333,292039666.6666667,12529333.333333334,3199000.0,11597000.0,32219666.666666668,-15343333.333333334,-4325000.0,-11018333.333333334,-0.02,-0.02,-10926333.333333334,451884000.0,1.0,2.05,2.02,7876487,0.4663,-62.4,-4.4831,2.08,1.98,2.58,0.97,-0.016753,-0.002725,1.051623,-0.8712,2.1032,2.3742,0.25
AKSHARCHEM,AksharChem India Limited,INE542B01011,Dyes And Pigments,Chemicals,Commodities,Dyes And Pigments,2017-03-28,10.0,8033099,Micro,Unknown,851757333.3333334,1154666.6666666667,852912000.0,31645000.0,13010666.666666666,34948000.0,275446333.3333333,15094666.666666666,3817000.0,11277666.666666666,1.4033333333,1.4033333333,11125666.666666666,80331000.0,10.0,290.57,288.68,14407,39.5569,-24.63,-0.4957,296.62,283.52,278.05,209.57,-0.000824,-0.003169,1.044574,-0.1994,1.3893,4.3152,0.0702
AKUMS,Akums Drugs and Pharmaceuticals Limited,INE09XN01023,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2024-08-06,2.0,157393988,Mid,Unknown,10208703333.333334,115256666.66666669,10323960000.0,1773080000.0,100193333.33333331,378163333.3333333,1219240000.0,900390000.0,253153333.3333333,647236666.6666666,4.28,4.28,646973333.3333334,299516666.6666667,2.0,688.64,684.66,546289,167.5793,-45.52,-1.4647,703.27,671.22,796.25,433.8,-0.003031,-0.002732,1.089497,-0.5153,6.7857,3.8717,0.1647
AKZOINDIA,Akzo Nobel India Limited,INE133A01011,Paints,Consumer Durables,Consumer Discretionary,Paints,2001-06-28,10.0,45540314,Mid,IN-Mi,10230079333.333334,82584000.0,10312663333.333334,843361666.6666666,24317666.666666668,224714000.0,1988898666.6666667,1440801000.0,370639666.6666667,1070161333.3333334,23.5033333333,23.5033333333,1068938333.3333334,455401000.0,10.0,3327.56,3324.1,20371,489.2468,43.34,1.1346,3386.63,3263.01,2449.0,3510.45,0.001748,-0.000319,1.053765,0.4316,2.0048,4.2093,0.004
ALANKIT,Alankit Limited,INE914E01040,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2015-06-30,1.0,271158100,Small,Unknown,663473333.3333334,29695666.666666668,693169000.0,116584333.33333331,9258000.0,22761666.666666668,185631333.3333333,65192333.333333336,10529000.0,54663333.333333336,0.1933333333,0.1933333333,55803000.0,271158000.0,1.0,21.54,21.43,1615022,3.484,-19.52,-0.2152,22.1,20.95,18.8,15.13,-0.000445,-0.003801,1.074278,-0.0997,8.9286,3.4089,0.1875
ALBERTDAVD,Albert David Limited,INE155C01010,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2016-06-14,10.0,5707162,Small,Unknown,902915666.6666666,115650333.33333331,1018566000.0,287622000.0,929666.6666666666,17171333.333333332,299529000.0,123454666.66666669,31692333.33333333,91762333.33333331,16.08,16.08,91904666.66666669,57072000.0,10.0,1180.1,1173.61,17452,201.279,-30.65,-0.6748,1203.31,1152.44,1141.4,791.6,-0.001429,-0.002475,1.052285,-0.2614,1.2743,3.9086,0.1148
ALEMBICLTD,Alembic Limited,INE426A01027,Diversified Commercial Services,Services,Services,Diversified Commercial Services,1999-09-22,2.0,256781828,Small,Unknown,538728333.3333334,239769666.66666663,778498000.0,69381333.33333333,6166666.666666667,26248666.666666668,223996666.66666663,428642666.6666667,25888000.0,807432000.0,3.1433333333,3.1433333333,764118333.3333334,513564000.0,2.0,122.5,122.16,1347234,21.2826,6.83,0.3758,125.24,119.82,91.65,97.91,0.000711,-0.003287,1.030126,0.1755,9.8413,4.5276,0.0283
APLLTD,Alembic Pharmaceuticals Limited,INE901L01018,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2011-09-20,2.0,196563124,Mid,Unknown,16054256666.666666,97980000.0,16152236666.666666,3818330000.0,179203333.33333334,697430000.0,5408666666.666667,1900643333.3333333,347913333.3333333,1556770000.0,7.92,7.92,1557110000.0,393130000.0,2.0,1015.15,1014.0,253578,122.0422,-12.61,-0.1436,1035.7,994.88,968.55,846.4,-0.00023,-0.001002,1.039737,-0.0568,9.8413,4.7861,0.1012
ALICON,Alicon Castalloy Limited,INE062D01024,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2006-09-29,5.0,16261840,Small,Unknown,4194393333.3333335,7755333.333333333,4202148666.6666665,486420000.0,105375000.0,223628333.3333333,1026566666.6666666,155777666.66666666,39814666.66666666,115963000.0,7.15,7.1,122231000.0,81309000.0,5.0,1103.73,1098.62,29305,230.0079,-24.98,-0.4328,1126.79,1076.47,861.75,646.5,-0.00077,-0.002169,1.025031,-0.1902,2.884,4.605,0.0688
ALIVUS,Alivus Life Sciences Limited,INE03Q201024,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2021-08-06,2.0,122537052,Mid,Unknown,5791130000.0,81606666.66666667,5872736666.666667,616580000.0,3846666.6666666665,148796666.66666666,899856666.6666666,1542803333.3333333,396940000.0,1145863333.3333333,9.3533333333,9.3233333333,1142206666.6666667,245060000.0,2.0,1001.04,1001.31,180138,126.9982,22.02,0.6715,1025.52,978.22,791.1,965.3,0.001222,-0.000602,1.036153,0.3019,9.8413,4.044,0.0405
ALKALI,Alkali Metals Limited,INE773I01017,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2008-11-06,10.0,10182506,Micro,Unknown,191540333.3333333,4435000.0,195975333.3333333,32861000.0,6262666.666666667,10822666.666666666,64789333.333333336,-33567333.333333336,280666.6666666667,-33848000.0,-3.3266666667,-3.3266666667,-33848000.0,101825000.0,10.0,114.43,113.5,44091,15.7219,-26.88,-0.4121,116.93,111.34,110.95,81.13,-0.000803,-0.004601,1.057881,-0.1982,4.3392,3.6103,0.1174
ALKEM,Alkem Laboratories Limited,INE540L01014,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2015-12-23,2.0,119565000,Large,IN-M,29111066666.666668,1413233333.3333333,30524300000.0,5437466666.666667,260833333.3333333,756666666.6666666,6920833333.333333,7126733333.333333,698633333.3333334,6584400000.0,53.2533333333,53.2533333333,6610133333.333333,239100000.0,2.0,5367.81,5360.54,228126,484.0778,3.64,0.2705,5432.74,5288.29,4715.65,4887.45,0.000276,0.000184,1.025004,0.0682,9.8413,8.2568,0.0202
