symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_finance_costs,avg_depreciation_depletion_amortisation_expense,avg_other_expenses,avg_profit_before_tax,avg_tax_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_diluted_earnings_per_share,avg_comprehensive_income,avg_paid_up_equity_share_capital,avg_face_value_equity_share_capital,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,avg_high,avg_low,year_start_price,year_end_price,avg_daily_return,avg_vwap_distance,avg_volume_spike,yearly_momentum_score,liquidity_score,stability_score,trend_strength
CAMPUS,Campus Activewear Limited,INE278Y01022,Footwear,Consumer Durables,Consumer Discretionary,Footwear,2022-05-09,5.0,305398359,Mid,Unknown,3957500000.0,31333333.33333333,3988833333.3333335,294933333.3333333,41433333.333333336,175733333.33333334,1184366666.6666667,387766666.6666667,100600000.0,287166666.6666667,0.94,0.94,286266666.6666667,1526666666.6666667,5.0,282.94,282.61,1345154,26.9436,3.59,0.2878,288.5,277.46,230.05,238.31,0.000471,-0.001466,1.072337,0.1164,9.8413,3.9662,0.085
CANFINHOME,Can Fin Homes Limited,INE477A01020,Housing Finance Company,Financial Services,Financial Services,Housing Finance Company,1995-05-10,2.0,133154125,Mid,Unknown,9598921666.666666,976333.3333333334,9599897666.666666,270951000.0,6179385666.666667,29172000.0,190669666.66666663,2661054333.333333,583553333.3333334,2077501333.3333333,15.6,15.6,2076659000.0,266331000.0,2.0,778.67,776.64,713847,93.3588,-15.96,-0.4117,789.49,765.48,775.8,652.0,-0.00051,-0.000933,1.052056,-0.1261,9.8413,7.0106,0.0202
CANBK,Canara Bank,INE476A01022,Public Sector Bank,Financial Services,Financial Services,Public Sector Bank,2002-12-23,2.0,9070651260,Large,IN-L,,74320500000.0,374672333333.3333,,,,,,9327866666.666666,,,,,18141300000.0,2.0,143.36,142.69,27181652,133.4411,-84.73,-1.2193,145.08,140.82,593.1,90.54,-0.00423,-0.001112,0.997305,-1.0448,9.8413,4.1553,0.1012
CANTABIL,Cantabil Retail India Limited,INE068L01024,Garments & Apparels,Textiles,Consumer Discretionary,Garments & Apparels,2010-10-12,2.0,83638040,Small,Unknown,1673469666.6666667,16618000.0,1690087666.6666667,349457333.3333333,85523000.0,191485666.66666663,389253666.6666667,227609000.0,53115000.0,174494000.0,2.0833333333,2.0833333333,175699000.0,167276000.0,2.0,250.98,250.41,269106,28.4601,20.17,0.6343,257.13,245.27,204.25,245.45,0.001167,-0.002225,1.02217,0.2882,9.8413,4.2367,0.0648
CAPACITE,Capacit'e Infraprojects Limited,INE264T01014,Civil Construction,Construction,Industrials,Civil Construction,2017-09-25,10.0,84604043,Small,Unknown,5594026666.666667,80302000.0,5674328666.666667,368474333.3333333,228795000.0,230909666.66666663,2183643333.333333,599299333.3333334,145353000.0,502238666.6666667,5.9366666667,5.9366666667,505154000.0,846040000.0,10.0,353.39,353.07,1263332,45.0783,20.33,0.6425,361.66,345.56,299.75,360.7,0.001157,-0.002757,1.065479,0.2858,9.8413,4.1926,0.0162
CAPITALSFB,Capital Small Finance Bank Limited,INE646H01017,Other Bank,Financial Services,Financial Services,Other Bank,2024-02-14,10.0,45246937,Small,Unknown,,201500000.0,2458300000.0,,,,,,109100000.0,,,,,451200000.0,10.0,308.4,307.43,70076,29.3836,-22.79,-0.8471,312.57,303.39,351.2,271.15,-0.000904,-0.000491,1.027793,-0.2232,6.8965,6.2929,0.0202
CAPTRUST,Capital Trust Limited,INE707C01018,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Non Banking Financial Company (NBFC),2017-01-16,10.0,17009702,Micro,Unknown,247329333.3333333,2863333.333333333,250192666.66666663,107571333.33333331,48020666.66666666,922666.6666666666,82608333.33333333,5025000.0,1608666.6666666667,3416333.333333333,0.2066666667,0.2066666667,3416333.333333333,166976666.66666666,10.0,118.12,117.68,96876,22.4028,-21.53,0.0269,122.31,114.27,110.6,86.79,9.6e-05,-0.006896,1.101004,0.0142,5.728,2.2726,0.1351
CAPLIPOINT,Caplin Point Laboratories Limited,INE475E01026,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2014-06-23,2.0,76011696,Mid,Unknown,4783400000.0,235633333.3333333,5019033333.333333,437366666.6666667,1466666.6666666667,163066666.66666666,851000000.0,1667300000.0,347666666.6666667,1319333333.3333333,17.2733333333,17.1833333333,1415400000.0,152000000.0,2.0,1835.51,1835.63,227039,355.937,43.73,0.997,1875.38,1796.2,1300.6,1869.4,0.001938,-0.000607,1.024093,0.4786,9.8413,3.982,0.0202
CGCL,Capri Global Capital Limited,INE180C01042,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Non Banking Financial Company (NBFC),2010-10-29,1.0,825116352,Mid,Unknown,7633486666.666667,8766666.666666666,7642253333.333333,1754430000.0,3045700000.0,243923333.3333333,641920000.0,1326000000.0,323363333.3333333,1002636666.6666666,1.2166666667,1.2066666667,978130000.0,825000000.0,1.0,199.54,199.16,1836053,20.4528,-36.4,-0.7544,203.49,195.74,245.05,155.84,-0.001404,-0.001959,1.162198,-0.3468,9.8413,2.6151,0.1943
CARBORUNIV,Carborundum Universal Limited,INE120A01034,Abrasives & Bearings,Capital Goods,Industrials,Abrasives & Bearings,1996-04-03,1.0,190417918,Large,Unknown,12257033333.333334,115766666.66666669,12372800000.0,1981400000.0,36133333.333333336,519900000.0,3917833333.3333335,1097666666.6666667,315100000.0,895366666.6666666,4.62,4.6033333333,550900000.0,190333333.3333333,1.0,1391.77,1389.49,192753,248.2831,-23.47,-0.6171,1417.14,1366.97,1248.3,955.35,-0.000846,-0.000909,1.005029,-0.209,9.8413,5.2569,0.0324
CARERATING,CARE Ratings Limited,INE752H01013,Ratings,Financial Services,Financial Services,Ratings,2012-12-26,10.0,29932148,Small,Unknown,930300333.3333334,121342666.66666669,1051643000.0,438245666.6666667,4849666.666666667,26169333.33333333,130944333.33333331,451434000.0,120572333.33333331,330861666.6666667,10.92,10.8666666667,328408000.0,298978333.3333333,10.0,1173.48,1171.5,74833,157.0139,0.99,0.2275,1196.2,1150.03,1113.0,1124.05,0.000381,-0.000447,1.033647,0.094,7.3645,5.2416,0.0607
CARRARO,Carraro India Limited,INE0V7W01012,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2024-12-30,10.0,56851538,Small,Unknown,4486615000.0,41085000.0,4527700000.0,405785000.0,53623000.0,113977000.0,422902000.0,196935000.0,50208000.0,146727000.0,2.58,2.58,149150000.0,568520000.0,10.0,436.2,431.9,301935,130.1002,-56.52,-3.3293,447.02,422.82,636.2,276.6,-0.010382,-0.003249,1.178642,-0.7371,2.8571,2.8359,0.2113
CARTRADE,Cartrade Tech Limited,INE290S01011,E-Retail/ E-Commerce,Consumer Services,Consumer Discretionary,E-Retail/ E-Commerce,2021-08-20,10.0,47437835,Mid,IN-Mi,1243387000.0,141252000.0,1384639000.0,577170666.6666666,18893666.666666668,76606333.33333333,389964666.6666667,322003666.6666667,42525000.0,280615000.0,5.6433333333,5.2233333333,271216000.0,472921333.3333333,10.0,1149.47,1151.32,477264,332.4927,124.2,1.7966,1183.24,1121.41,686.05,1538.1,0.003847,-0.000909,1.025088,0.9503,9.8413,3.5366,0.0526
CARYSIL,CARYSIL LIMITED,INE482D01024,Household Appliances,Consumer Durables,Consumer Discretionary,Household Appliances,2021-01-14,2.0,28415606,Small,Unknown,2037966666.6666667,25133333.33333333,2063100000.0,198000000.0,58266666.66666666,92300000.0,555666666.6666666,214200000.0,62566666.66666666,151633333.33333334,5.4,5.2933333333,143133333.33333334,36833333.333333336,1.3333333333,776.22,773.38,103631,106.8316,-36.7,-0.7572,791.8,759.6,944.3,597.7,-0.001419,-0.002489,1.017395,-0.3504,9.8413,3.4961,0.1822
CASTROLIND,Castrol India Limited,INE172A01027,Lubricants,Oil Gas & Consumable Fuels,Energy,Lubricants,2014-03-14,5.0,989122384,Large,IN-S,13369866666.666666,218133333.3333333,13588000000.0,785933333.3333334,22333333.33333333,247833333.3333333,2637033333.333333,2955600000.0,769466666.6666666,2186133333.333333,2.2133333333,2.2133333333,2184066666.6666665,4945600000.0,5.0,218.25,217.63,6607600,26.7584,-5.44,0.0807,222.51,214.03,210.8,199.33,0.000139,-0.002938,1.036282,0.0344,9.8413,4.6992,0.0931
CCL,CCL Products (India) Limited,INE421D01022,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Tea & Coffee,2004-06-07,2.0,133527920,Mid,Unknown,7566341000.0,15492000.0,7581833000.0,409519666.6666667,261934333.3333333,238363666.66666663,1259206666.6666667,821235000.0,126340666.66666669,694894333.3333334,5.2166666667,5.21,681756000.0,266329666.66666663,2.0,648.55,647.48,311328,70.2115,3.93,0.2813,658.93,637.24,576.45,599.1,0.000385,-0.000291,1.039146,0.0952,9.8413,4.951,0.1174
CEATLTD,CEAT Limited,INE482A01020,Tyres & Rubber Products,Automobile and Auto Components,Consumer Discretionary,Tyres & Rubber Products,2008-02-01,10.0,40450092,Mid,Unknown,32657500000.0,43433333.333333336,32700933333.33333,2101700000.0,677966666.6666666,1367900000.0,6625566666.666667,1642533333.3333333,454766666.6666667,1242200000.0,30.75,30.75,1270800000.0,404500000.0,10.0,2779.18,2776.75,219182,241.1544,9.65,0.4372,2828.53,2729.24,2583.15,2832.5,0.000643,-0.000906,1.061749,0.1588,9.8413,5.4155,0.081
CEIGALL,Ceigall India Limited,INE0AG901020,Civil Construction,Construction,Industrials,Civil Construction,2024-08-08,5.0,174204861,Mid,IN-Mi,8083730000.0,110064666.66666669,8193794666.666667,100591333.33333331,324466000.0,131706000.0,4143162000.0,955513000.0,241559666.66666663,713953333.3333334,4.3533333333,4.3533333333,716048000.0,842573333.3333334,5.0,333.91,331.81,458158,48.9782,-34.17,-1.5445,338.7,326.66,386.75,254.6,-0.002226,-0.000899,1.112027,-0.374,6.7063,6.2449,0.1667
CELEBRITY,Celebrity Fashions Limited,INE185H01016,Garments & Apparels,Textiles,Consumer Discretionary,Garments & Apparels,2006-01-12,10.0,59678413,Micro,Unknown,379166666.6666667,233333.3333333333,379400000.0,151933333.33333334,12533333.333333334,15833333.333333334,90233333.33333331,-53700000.0,0.0,-53700000.0,-0.95,-0.95,-53700000.0,565500000.0,10.0,16.16,16.0,277372,2.7117,-40.55,-0.6041,16.63,15.62,18.2,10.82,-0.001421,-0.005752,1.058496,-0.3509,9.8413,2.449,0.166
CELLO,Cello World Limited,INE0LMW01024,Houseware,Consumer Durables,Consumer Discretionary,Houseware,2023-11-06,5.0,220885034,Mid,IN-Mi,4357811000.0,100233333.33333331,4458044333.333333,384415333.3333333,3617666.6666666665,100114000.0,716161000.0,909498000.0,226335666.66666663,682105333.3333334,2.9766666667,2.9766666667,680947333.3333334,1090001666.6666667,5.0,806.46,802.87,230256,133.6123,-36.38,-1.4576,816.68,791.04,823.2,523.75,-0.001666,0.000234,1.021158,-0.4115,9.8413,6.7041,0.2227
CENTRALBK,Central Bank of India,INE483A01010,Public Sector Bank,Financial Services,Financial Services,Public Sector Bank,2007-08-21,10.0,9051401274,Large,Unknown,,13492400000.0,97306333333.33331,,,,,,3439033333.333333,,,,,86809400000.0,10.0,56.6,56.36,9170034,7.4751,-43.83,-1.0411,57.54,55.49,61.3,34.43,-0.001911,-0.002645,1.013779,-0.4719,9.8413,4.0345,0.1457
CDSL,Central Depository Services (India) Limited,INE736A01011,Depositories Clearing Houses and Other Intermediaries,Financial Services,Financial Services,Depositories Clearing Houses and Other Intermediaries,2017-06-30,10.0,209000000,Large,IN-S,2859198333.333333,285871666.6666667,3145070000.0,301547333.3333333,167000.0,115665000.0,841395666.6666666,1886295000.0,472550000.0,1419781666.6666667,8.94,8.94,1421268333.3333333,1741666666.6666667,10.0,1744.2,1739.88,3405044,437.3898,-40.89,-0.4267,1776.69,1710.91,1975.95,1168.0,-0.0011,-0.00211,1.024551,-0.2717,9.8413,5.0117,0.0526
CENTRUM,Centrum Capital Limited,INE660C01027,Other Financial Services,Financial Services,Financial Services,Other Financial Services,2018-04-04,1.0,416032740,Small,Unknown,7923840333.333333,367559333.3333333,8291399666.666667,1686107666.6666667,3746318000.0,243243666.66666663,1711343666.6666667,-703772333.3333334,-127806000.0,-575966333.3333334,-1.34,-1.34,-573008666.6666666,416033000.0,0.6666666667,34.52,34.43,839877,5.2302,-34.1,-0.5941,35.42,33.63,36.1,23.79,-0.001189,-0.001886,1.053707,-0.2938,9.8413,3.4048,0.1781
CENTUM,Centum Electronics Limited,INE320B01020,Industrial Products,Capital Goods,Industrials,Industrial Products,2007-10-05,10.0,14707152,Small,Unknown,2312860000.0,15933333.333333334,2328793333.333333,661206666.6666666,64756666.66666666,92176666.66666669,188162666.66666663,-20802666.666666668,24320000.0,-45122666.66666666,-2.6,-2.6233333333,-32846000.0,128970000.0,6.6666666667,1716.66,1716.68,33745,211.4753,-3.41,0.2295,1767.29,1673.37,1682.45,1625.15,0.000537,-0.001849,1.079709,0.1326,3.321,2.9378,0.0526
CENTENKA,Century Enka Limited,INE485A01015,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,1995-05-10,10.0,21850589,Small,Unknown,5192300000.0,73566666.66666667,5265866666.666667,315933333.3333333,11900000.0,137866666.66666666,1060633333.3333334,277100000.0,76466666.66666667,199033333.3333333,9.1066666667,9.1066666667,225433333.3333333,218500000.0,10.0,603.2,602.05,101729,83.3804,15.64,0.5419,618.58,589.03,431.95,499.5,0.001129,-0.002419,1.092623,0.2788,9.8413,3.6548,0.0121
CENTEXT,Century Extrusions Limited,INE281A01026,Aluminium Copper & Zinc Products,Capital Goods,Industrials,Aluminium Copper & Zinc Products,2004-07-20,1.0,80000000,Micro,Unknown,1038200000.0,866666.6666666666,1039066666.6666666,44666666.66666666,24866666.666666668,8900000.0,125000000.0,31766666.666666668,7566666.666666667,24200000.0,0.3033333333,0.3033333333,24300000.0,80000000.0,1.0,22.74,22.56,248434,3.2738,-4.67,0.1893,23.3,22.01,19.5,18.59,0.000479,-0.002831,1.036276,0.0733,6.1111,2.9905,0.0915
CENTURYPLY,Century Plyboards (India) Limited,INE348B01021,Plywood Boards/ Laminates,Consumer Durables,Consumer Discretionary,Plywood Boards/ Laminates,2006-03-23,1.0,222172990,Mid,Unknown,11098240666.666666,27548000.0,11125788666.666666,1698860000.0,166895000.0,337395333.3333333,2239544000.0,652081333.3333334,208983666.66666663,443097666.6666667,1.9933333333,1.9933333333,415524666.6666667,222527000.0,1.0,754.47,754.78,287054,73.9818,8.98,0.4245,768.16,741.09,639.45,696.9,0.000585,-0.000186,1.062841,0.1445,9.8413,5.1134,0.0202
CERA,Cera Sanitaryware Limited,INE739E01017,Sanitary Ware,Consumer Durables,Consumer Discretionary,Sanitary Ware,2007-11-02,5.0,12897541,Mid,Unknown,4485353333.333333,151248666.66666666,4636602000.0,612907333.3333334,19348333.33333333,100068000.0,1146647333.3333333,670833666.6666666,129375333.33333331,541458333.3333334,41.3566666667,41.3566666667,537610000.0,64668333.333333336,5.0,7530.28,7502.14,25526,1234.908,-24.79,-0.714,7631.82,7398.94,7171.4,5393.5,-0.000938,-0.000639,1.055337,-0.2318,2.5121,6.155,0.1336
CEREBRAINT,Cerebra Integrated Technologies Limited,INE345B01019,Computers Hardware & Equipments,Information Technology,Information Technology,Computers Hardware & Equipments,2013-06-26,10.0,111986482,Micro,Unknown,110308333.33333331,249000.0,110557333.33333331,6837333.333333333,15713666.666666666,993333.3333333334,119833333.33333331,-165613666.66666666,-33811000.0,-131802666.66666669,-1.1833333333,-1.1833333333,-131802666.66666669,1119865000.0,10.0,9.04,8.98,836257,1.1652,38.56,8.7389,9.14,8.83,7.34,10.17,0.02278,-0.005667,0.752568,0.3417,0.6349,2.7901,0.4667
CESC,CESC Limited,INE486A01021,Integrated Power Utilities,Power,Utilities,Integrated Power Utilities,1995-02-08,1.0,1325570430,Large,IN-S,43746666666.66666,4430000000.0,48176666666.66666,3160000000.0,3296666666.6666665,3003333333.333333,4900000000.0,4386666666.666667,910000000.0,3476666666.6666665,2.5033333333,2.5033333333,3473333333.333333,1330000000.0,1.0,165.73,165.5,6653469,22.1156,9.67,0.4342,168.92,162.39,140.15,153.7,0.000713,-0.001254,1.034785,0.176,9.8413,4.535,0.0202
CGPOWER,CG Power and Industrial Solutions Limited,INE067A01029,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,1995-03-01,2.0,1528869444,Large,IN-L,23852966666.666668,319500000.0,24172466666.666668,1472333333.3333333,14466666.666666666,266633333.3333333,2561500000.0,3214433333.333333,885366666.6666666,2329066666.6666665,1.5333333333,1.53,2283600000.0,3056766666.6666665,2.0,680.49,679.22,3376386,73.7561,15.71,0.5651,692.74,665.82,494.7,572.4,0.000931,0.000173,1.015778,0.23,9.8413,3.9125,0.0121
CHALET,Chalet Hotels Limited,INE427F01016,Hotels & Resorts,Consumer Services,Consumer Discretionary,Hotels & Resorts,2019-02-07,10.0,218455415,Mid,Unknown,3986170000.0,69653333.33333333,4055823333.3333335,556093333.3333334,369450000.0,430046666.6666667,1399713333.3333333,918303333.3333334,856106666.6666666,62196666.66666666,0.2866666667,0.2833333333,60100000.0,2182580000.0,10.0,838.49,837.45,331514,67.9558,-4.54,0.0472,856.79,820.93,858.8,819.8,6.8e-05,-0.001408,1.039265,0.0168,9.8413,4.4941,0.1053
CLSEL,Chaman Lal Setia Exports Limited,INE419D01026,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,2021-05-12,2.0,49725620,Small,Unknown,3758550333.3333335,22693000.0,3781243333.3333335,44092000.0,16930333.333333332,15936666.666666666,409370333.3333333,348847000.0,87754000.0,261093000.0,5.25,5.25,261093000.0,66301333.333333336,1.3333333333,284.03,283.77,202637,61.7374,49.87,1.0787,291.52,277.57,211.85,317.5,0.002108,-0.002197,1.071084,0.5206,9.8413,3.6233,0.0405
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,INE085A01013,Fertilizers,Chemicals,Commodities,Fertilizers,1995-06-14,10.0,400652297,Mid,IN-S,47324900000.0,532800000.0,47857700000.0,572166666.6666666,161400000.0,828433333.3333334,11951633333.333334,7276666666.666667,2549700000.0,5063600000.0,12.64,12.64,5280300000.0,4006500000.0,10.0,496.68,497.26,3083845,57.6595,76.35,1.4464,506.22,487.74,365.9,645.25,0.002748,-0.000832,1.037967,0.6788,9.8413,4.1247,0.1012
CHEMBOND,Chembond Chemicals Ltd,INE995D01025,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2019-11-20,5.0,13448288,Small,Unknown,127481000.0,25521000.0,153001666.66666666,27096000.0,179666.6666666667,6429000.0,39012333.333333336,24629666.666666668,3969666.6666666665,20660333.33333333,1.5366666667,1.5366666667,20426333.33333333,67241000.0,5.0,582.03,580.85,27958,41.4984,-2.67,0.157,595.49,569.07,517.95,504.1,0.000282,-0.001469,1.047023,0.0697,2.7514,3.5815,0.1498
CHEMCON,Chemcon Speciality Chemicals Limited,INE03YM01018,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2020-10-01,10.0,36630701,Small,Unknown,508380333.3333333,37562333.333333336,545942666.6666666,47994333.333333336,8857333.333333334,25935666.666666668,82335333.33333333,92495000.0,24142000.0,68353000.0,1.8666666667,1.8666666667,67994000.0,366307000.0,10.0,239.46,238.66,58850,28.6783,-26.77,-0.8232,243.27,235.59,251.25,183.99,-0.001055,-0.002587,1.028156,-0.2606,5.7916,6.0022,0.1134
CHEMFAB,Chemfab Alkalis Limited,INE783X01023,Commodity Chemicals,Chemicals,Commodities,Commodity Chemicals,2018-04-25,10.0,14363702,Small,Unknown,792109000.0,15379333.333333334,807488333.3333334,62857333.333333336,12622333.333333334,82077000.0,401041000.0,30550000.0,15953666.666666666,14596333.333333334,1.0233333333,1.0133333333,15095000.0,142832666.66666666,10.0,856.66,853.39,20074,177.7273,29.04,0.7539,876.77,831.97,647.45,835.5,0.001555,-3.9e-05,1.040413,0.384,1.9756,3.5801,0.085
CHEMPLASTS,Chemplast Sanmar Limited,INE488A01050,Commodity Chemicals,Chemicals,Commodities,Commodity Chemicals,2021-08-24,5.0,158109574,Mid,IN-Mi,10650633333.333334,110533333.33333331,10761166666.666666,637566666.6666666,580733333.3333334,456866666.6666667,2767166666.6666665,-320666666.6666667,-133300000.0,-187366666.66666663,-1.1666666667,-1.1666666667,-34300000.0,790600000.0,5.0,489.1,488.33,261678,38.6802,-9.49,-0.0945,498.6,479.19,478.05,432.7,-0.000138,-0.001094,1.056854,-0.0342,9.8413,3.0589,0.0445
CHENNPETRO,Chennai Petroleum Corporation Limited,INE178A01016,Refineries & Marketing,Oil Gas & Consumable Fuels,Energy,Refineries & Marketing,2000-06-07,10.0,148911400,Mid,Unknown,168230466666.66666,42966666.66666666,168273433333.33334,1147200000.0,595700000.0,1523633333.3333333,31609566666.666668,-1306433333.3333333,-323933333.3333333,-852933333.3333334,-5.7266666667,-5.7266666667,-873833333.3333334,1489100000.0,10.0,782.64,779.83,1635652,195.5682,-33.48,-0.5624,798.73,765.63,926.35,616.2,-0.001137,-0.002751,1.03504,-0.2809,9.8413,3.3944,0.0445
CHEVIOT,Cheviot Company Limited,INE974B01016,Jute & Jute Products,Forest Materials,Commodities,Jute & Jute Products,2022-06-20,10.0,5841875,Small,Unknown,1018797000.0,115173666.66666669,1133970666.6666667,175123000.0,787000.0,16468000.0,208459000.0,206269000.0,44818000.0,161451000.0,27.1,27.1,156218666.66666666,59002333.333333336,10.0,1313.44,1308.78,8001,146.8619,-20.62,-0.5919,1333.11,1293.26,1279.15,1015.35,-0.00074,-0.002666,1.053467,-0.1828,0.7875,4.4363,0.0526
CHOICEIN,Choice International Limited,INE102B01014,Holding Company,Financial Services,Financial Services,Holding Company,2022-04-08,10.0,199655500,Mid,IN-Mi,2191272666.6666665,30830000.0,2222102666.6666665,676808333.3333334,148366666.66666666,19105000.0,886656000.0,491166666.6666667,127177000.0,363989666.6666667,1.8266666667,1.7966666667,375779666.6666667,1993790000.0,10.0,453.63,452.26,588889,73.0664,73.52,1.9984,459.01,446.05,297.15,515.6,0.002418,0.000444,1.021674,0.5972,9.8413,5.4504,0.166
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,INE149A01033,Investment Company,Financial Services,Financial Services,Investment Company,2017-09-25,1.0,187777462,Large,Unknown,80706533333.33333,795333333.3333334,81501866666.66667,9128933333.333334,30445033333.33333,721533333.3333334,19847733333.33333,15131400000.0,3884633333.3333335,11259000000.0,27.6933333333,27.6933333333,11657133333.333334,187800000.0,1.0,1525.99,1528.22,288177,252.9578,63.89,1.4056,1562.8,1496.14,1086.35,1780.4,0.002346,-0.000608,0.996606,0.5794,9.8413,4.3129,0.0202
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,INE121A01024,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Non Banking Financial Company (NBFC),1996-05-15,2.0,840940905,Large,IN-L,62668033333.333336,718133333.3333334,63386166666.66666,7978600000.0,30432866666.666668,602466666.6666666,4663866666.666667,13477733333.333334,3474766666.6666665,10010533333.333334,11.9133333333,11.8833333333,10036633333.333334,1681666666.6666667,2.0,1363.65,1361.64,1655811,116.9609,27.03,0.8677,1383.58,1340.34,1161.7,1475.7,0.001211,0.000177,1.004542,0.2992,9.8413,7.1228,0.0891
CIEINDIA,CIE Automotive India Limited,INE536H01010,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2007-08-30,10.0,379362377,Mid,IN-Mi,22847053333.33333,354050000.0,23201103333.33333,2562880000.0,200190000.0,832580000.0,4883953333.333333,2825136666.6666665,697160000.0,2141773333.3333333,5.6366666667,5.6366666667,2228030000.0,3793620000.0,10.0,504.45,503.59,339087,62.9454,-16.38,-0.4979,511.95,495.75,479.3,400.8,-0.000563,0.00044,1.038192,-0.1392,9.8413,5.9425,0.0364
CIGNITITEC,Cigniti Technologies Limited,INE675C01017,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2014-10-13,10.0,27396959,Small,IN-Mi,2451295333.333333,56775333.333333336,2508070666.6666665,1662426333.3333333,36747000.0,67101666.66666666,324429000.0,317205666.6666667,78022666.66666667,239183000.0,8.76,8.7066666667,265883000.0,273053000.0,10.0,1434.63,1433.96,191882,158.9397,-8.05,-0.0783,1453.95,1414.39,1275.05,1172.35,-0.000107,-0.000141,1.051202,-0.0264,9.8413,4.756,0.0121
CINELINE,Cineline India Limited,INE704H01022,Film Production Distribution & Exhibition,Media Entertainment & Publication,Consumer Discretionary,Film Production Distribution & Exhibition,2012-06-13,5.0,34266434,Micro,Unknown,518717000.0,3837333.3333333335,522554333.3333333,44414000.0,70894666.66666667,59172000.0,345218666.6666667,-21670333.33333333,-4895333.333333333,-28474000.0,-0.4866666667,-0.4866666667,-28160333.33333333,171332000.0,5.0,119.88,119.38,81373,12.5626,-19.78,-0.0973,122.54,116.91,120.8,96.91,-0.000249,-0.002484,1.061228,-0.0468,6.103,3.1323,0.0532
CINEVISTA,Cinevista Limited,INE039B01026,Media & Entertainment,Media Entertainment & Publication,Consumer Discretionary,Media & Entertainment,2000-05-02,2.0,57436475,Micro,Unknown,230333.3333333333,395666.6666666667,626000.0,4711666.666666667,9469333.333333334,319666.6666666667,4180333.3333333335,-19174000.0,0.0,-19174000.0,0.0,0.0,-19174000.0,116842333.33333331,2.0,17.69,17.54,52113,2.062,-27.66,-0.665,18.22,17.07,21.4,15.48,-0.001389,-0.002443,1.070823,-0.232,3.4742,2.6572,0.0778
CIPLA,Cipla Limited,INE059A01026,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,1995-02-08,2.0,807617120,Large,IN-L,61806466666.66666,2236466666.6666665,64042933333.333336,10454766666.666666,118633333.33333331,2240633333.333333,14623500000.0,17019733333.333334,3892500000.0,13094033333.333334,16.2066666667,16.1933333333,13098133333.333334,1615100000.0,2.0,1504.93,1503.61,1899670,75.6534,5.91,0.3564,1520.25,1487.54,1381.4,1463.05,0.000358,-0.000297,1.017243,0.0884,9.8413,9.5589,0.004
CUB,City Union Bank Limited,INE491A01021,Private Sector Bank,Financial Services,Financial Services,Private Sector Bank,1998-08-25,1.0,740985734,Mid,Unknown,,2156130333.333333,16493878000.0,,,,,,726666666.6666666,,,,,740776666.6666666,1.0,164.12,163.97,3756194,10.4757,7.69,0.3955,166.41,161.6,155.05,166.97,0.000494,-0.000643,1.057972,0.122,9.8413,6.2369,0.0202
CLEDUCATE,CL Educate Limited,INE201M01029,Education,Consumer Services,Consumer Discretionary,Education,2017-03-31,5.0,54098314,Micro,Unknown,843309333.3333334,18541666.666666668,861851000.0,154519666.66666666,7577666.666666667,39445000.0,608315333.3333334,25512000.0,12777666.666666666,12727000.0,0.2366666667,0.2366666667,18784000.0,270415333.3333333,5.0,92.22,92.01,266220,15.8893,-1.3,0.2761,95.18,89.46,86.9,85.77,0.000684,-0.003703,1.029956,0.1251,7.3016,2.8404,0.1311
CLEAN,Clean Science and Technology Limited,INE227W01023,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2021-07-19,1.0,106267259,Mid,Unknown,2343203333.333333,87380000.0,2430583333.333333,137813333.33333334,933333.3333333334,172036666.66666666,412853333.3333333,857190000.0,222790000.0,634400000.0,5.9733333333,5.97,634180000.0,106260000.0,1.0,1412.43,1409.92,165195,123.4419,-10.43,-0.1808,1434.64,1388.55,1318.5,1180.95,-0.000235,-0.001234,1.027589,-0.0581,9.8413,6.0935,0.0526
